geneA.name	geneA.id	geneB.name	geneB.id	paircount	splitcount	transcripts.list
DOP1A	ENSG00000083097	RAB4A	ENSG00000168118	0	1	ENST00000369739_0:639_ENST00000366690_498:2966;ENST00000349129_0:751_ENST00000366690_498:2966;ENST00000237163_0:751_ENST00000366690_498:2966
BCCIP	ENSG00000107949	RPL15	ENSG00000174748	0	1	ENST00000413699_0:427_ENST00000278100_786:1236;ENST00000435882_0:428_ENST00000278100_786:1236;ENST00000456530_0:354_ENST00000278100_786:1236;ENST00000643707_0:465_ENST00000278100_786:1236;ENST00000307839_0:948_ENST00000278100_786:1236;ENST00000412097_0:335_ENST00000278100_792:1236;ENST00000643707_0:451_ENST00000278100_782:1236;ENST00000435882_0:414_ENST00000278100_782:1236;ENST00000415719_0:478_ENST00000278100_786:1236;ENST00000422218_0:483_ENST00000278100_782:1236;ENST00000645079_0:354_ENST00000278100_782:1236;ENST00000456530_0:340_ENST00000278100_782:1236;ENST00000645079_0:368_ENST00000278100_786:1236;ENST00000434031_0:436_ENST00000278100_786:1236;ENST00000434031_0:422_ENST00000278100_782:1236;ENST00000422218_0:497_ENST00000278100_786:1236;ENST00000413699_0:413_ENST00000278100_782:1236;ENST00000611050_0:702_ENST00000278100_786:1236;ENST00000644684_0:222_ENST00000278100_786:1236;ENST00000436146_0:248_ENST00000278100_786:1236;ENST00000436146_0:234_ENST00000278100_782:1236;ENST00000415719_0:464_ENST00000278100_782:1236;ENST00000354811_0:464_ENST00000278100_786:1236;ENST00000307839_0:934_ENST00000278100_782:1236;ENST00000644684_0:208_ENST00000278100_782:1236;ENST00000644185_0:453_ENST00000278100_782:1236;ENST00000354811_0:450_ENST00000278100_782:1236;ENST00000644185_0:467_ENST00000278100_786:1236;ENST00000611050_0:688_ENST00000278100_782:1236
HSD11B1	ENSG00000117594	CHMP1A	ENSG00000131165	0	1	ENST00000367028_0:671_ENST00000397901_509:2483;ENST00000367027_0:614_ENST00000550102_287:803;ENST00000367028_0:671_ENST00000550102_287:803;ENST00000367027_0:614_ENST00000535997_353:2295;ENST00000367028_0:671_ENST00000535997_353:2295;ENST00000261465_0:582_ENST00000550102_287:803;ENST00000367027_0:614_ENST00000397901_509:2483;ENST00000615289_0:651_ENST00000535997_353:2295;ENST00000615289_0:651_ENST00000550102_287:803;ENST00000261465_0:582_ENST00000535997_353:2295;ENST00000615289_0:651_ENST00000397901_509:2483;ENST00000261465_0:582_ENST00000397901_509:2483
MLLT10	ENSG00000078403	TBC1D7	ENSG00000145979	0	1	ENST00000377059_0:242_ENST00000606541_14:471;ENST00000377059_0:242_ENST00000606214_14:2229;ENST00000377072_0:588_ENST00000607230_268:537;ENST00000377100_0:594_ENST00000606541_10:471;ENST00000377100_0:594_ENST00000606214_10:2229;ENST00000377100_0:596_ENST00000607230_268:537;ENST00000377100_0:596_ENST00000422136_216:972;ENST00000377100_0:596_ENST00000452989_216:938;ENST00000307729_0:420_ENST00000606541_14:471;ENST00000307729_0:420_ENST00000606214_14:2229;ENST00000307729_0:416_ENST00000606214_10:2229;ENST00000307729_0:416_ENST00000606541_10:471;ENST00000377072_0:588_ENST00000606370_100:2598;ENST00000377100_0:596_ENST00000450347_236:958;ENST00000377100_0:596_ENST00000379300_236:1276;ENST00000307729_0:418_ENST00000606370_100:2598;ENST00000307729_0:418_ENST00000607658_143:1649;ENST00000377059_0:240_ENST00000343141_128:1027;ENST00000377059_0:240_ENST00000379307_128:1084;ENST00000631589_0:341_ENST00000379300_236:1276;ENST00000631589_0:341_ENST00000450347_236:958;ENST00000307729_0:418_ENST00000379300_236:1276;ENST00000307729_0:418_ENST00000450347_236:958;ENST00000307729_0:418_ENST00000607230_268:537;ENST00000377059_0:240_ENST00000379300_236:1276;ENST00000377059_0:240_ENST00000450347_236:958;ENST00000377059_0:240_ENST00000607230_268:537;ENST00000377072_0:588_ENST00000607658_143:1649;ENST00000377072_0:586_ENST00000606541_10:471;ENST00000377072_0:586_ENST00000606214_10:2229;ENST00000377059_0:240_ENST00000606370_100:2598;ENST00000377072_0:588_ENST00000416436_298:714;ENST00000307729_0:418_ENST00000356436_76:1116;ENST00000631589_0:341_ENST00000452989_216:938;ENST00000631589_0:341_ENST00000422136_216:972;ENST00000377059_0:238_ENST00000606541_10:471;ENST00000377059_0:238_ENST00000606214_10:2229;ENST00000377059_0:240_ENST00000422136_216:972;ENST00000377059_0:240_ENST00000452989_216:938;ENST00000377072_0:590_ENST00000606541_14:471;ENST00000377072_0:590_ENST00000606214_14:2229;ENST00000377059_0:240_ENST00000356436_76:1116;ENST00000631589_0:341_ENST00000343141_128:1027;ENST00000631589_0:341_ENST00000379307_128:1084;ENST00000631589_0:341_ENST00000356436_76:1116;ENST00000307729_0:418_ENST00000422136_216:972;ENST00000307729_0:418_ENST00000452989_216:938;ENST00000377100_0:596_ENST00000606370_100:2598;ENST00000377072_0:588_ENST00000422136_216:972;ENST00000377072_0:588_ENST00000452989_216:938;ENST00000631589_0:341_ENST00000607230_268:537;ENST00000307729_0:418_ENST00000343141_128:1027;ENST00000307729_0:418_ENST00000379307_128:1084;ENST00000631589_0:341_ENST00000606370_100:2598;ENST00000631589_0:341_ENST00000607658_143:1649;ENST00000377059_0:240_ENST00000416436_298:714;ENST00000377100_0:596_ENST00000416436_298:714;ENST00000377059_0:240_ENST00000607658_143:1649;ENST00000377100_0:596_ENST00000379307_128:1084;ENST00000377100_0:596_ENST00000343141_128:1027;ENST00000631589_0:341_ENST00000416436_298:714;ENST00000377072_0:588_ENST00000356436_76:1116;ENST00000307729_0:418_ENST00000416436_298:714;ENST00000377100_0:596_ENST00000607658_143:1649;ENST00000377072_0:588_ENST00000343141_128:1027;ENST00000377072_0:588_ENST00000379307_128:1084;ENST00000377072_0:588_ENST00000450347_236:958;ENST00000377072_0:588_ENST00000379300_236:1276;ENST00000377100_0:598_ENST00000606214_14:2229;ENST00000377100_0:598_ENST00000606541_14:471;ENST00000377100_0:596_ENST00000356436_76:1116;ENST00000631589_0:339_ENST00000606541_10:471;ENST00000631589_0:339_ENST00000606214_10:2229;ENST00000631589_0:343_ENST00000606214_14:2229;ENST00000631589_0:343_ENST00000606541_14:471
WSB1	ENSG00000109046	PRRC2C	ENSG00000117523	0	1	ENST00000392078_0:1065_ENST00000262394_1422:5139;ENST00000367742_0:1075_ENST00000262394_1422:5139;ENST00000426496_0:884_ENST00000262394_1422:5139;ENST00000338920_0:1064_ENST00000262394_1422:5139;ENST00000392078_0:1065_ENST00000348811_933:1611;ENST00000367742_0:1075_ENST00000348811_933:1611;ENST00000426496_0:884_ENST00000348811_933:1611;ENST00000338920_0:1064_ENST00000348811_933:1611
TMEM175	ENSG00000127419	CELF1	ENSG00000149187	0	1	ENST00000525841_0:351_ENST00000514546_59:619
ACCS	ENSG00000110455	EXT2	ENSG00000151348	0	1	ENST00000263776_0:722_ENST00000533608_304:3136;ENST00000524990_0:432_ENST00000358681_136:2997;ENST00000524990_0:432_ENST00000533608_304:3136;ENST00000263776_0:722_ENST00000343631_99:3424;ENST00000263776_0:722_ENST00000527014_213:580;ENST00000263776_0:722_ENST00000358681_136:2997;ENST00000263776_0:722_ENST00000395673_125:3454;ENST00000524990_0:432_ENST00000527014_213:580;ENST00000524990_0:432_ENST00000343631_99:3424;ENST00000524990_0:432_ENST00000395673_125:3454
ASCC3	ENSG00000112249	PHACTR2	ENSG00000112419	0	1	ENST00000440869_0:245_ENST00000522650_1740:2828;ENST00000440869_0:245_ENST00000369162_1740:8146;ENST00000367582_0:227_ENST00000369162_1740:8146;ENST00000367582_0:227_ENST00000522650_1740:2828;ENST00000542769_0:162_ENST00000522650_1740:2828;ENST00000542769_0:162_ENST00000369162_1740:8146;ENST00000397980_0:142_ENST00000522650_1740:2828;ENST00000397980_0:142_ENST00000369162_1740:8146;ENST00000451827_0:186_ENST00000522650_1740:2828;ENST00000451827_0:186_ENST00000369162_1740:8146
TNFAIP6	ENSG00000123610	RNF185	ENSG00000138942	0	1	ENST00000326132_0:111_ENST00000243347_169:1424;ENST00000266252_0:61_ENST00000243347_169:1424;ENST00000426256_0:93_ENST00000243347_169:1424
SUPT16H	ENSG00000092201	NECTIN3	ENSG00000177707	0	1	ENST00000216297_0:405_ENST00000493615_1252:1876
MSANTD2	ENSG00000120458	CUX1	ENSG00000257923	0	1	ENST00000239614_0:803_ENST00000393824_1161:2331;ENST00000239614_0:803_ENST00000547394_1229:2878;ENST00000239614_0:803_ENST00000622516_1278:2928;ENST00000239614_0:803_ENST00000425244_1127:2776;ENST00000239614_0:803_ENST00000437600_1376:3026;ENST00000239614_0:803_ENST00000292538_1281:2931
ABCB6	ENSG00000115657	FAM92A	ENSG00000188343	2	0	ENST00000518322_0:4241_ENST00000295750_1838:2878;ENST00000518322_0:4241_ENST00000265316_1999:3045
GLI2	ENSG00000074047	EPB41L5	ENSG00000115109	0	1	ENST00000452319_0:208_ENST00000331393_280:1777;ENST00000360874_0:124_ENST00000443902_322:3167;ENST00000360874_0:124_ENST00000263713_394:6628;ENST00000360874_0:124_ENST00000443124_659:2872;ENST00000361492_0:178_ENST00000443124_659:2872;ENST00000360874_0:124_ENST00000452780_180:6410;ENST00000452319_0:208_ENST00000263713_394:6628;ENST00000361492_0:178_ENST00000452780_180:6410;ENST00000418323_0:217_ENST00000443902_322:3167;ENST00000360874_0:124_ENST00000331393_280:1777;ENST00000452319_0:208_ENST00000443902_322:3167;ENST00000418323_0:217_ENST00000443124_659:2872;ENST00000452319_0:208_ENST00000452780_180:6410;ENST00000361492_0:178_ENST00000263713_394:6628;ENST00000361492_0:178_ENST00000443902_322:3167;ENST00000418323_0:217_ENST00000263713_394:6628;ENST00000418323_0:217_ENST00000452780_180:6410;ENST00000452319_0:208_ENST00000443124_659:2872;ENST00000418323_0:217_ENST00000331393_280:1777;ENST00000361492_0:178_ENST00000331393_280:1777
ZMPSTE24	ENSG00000084073	CAP1	ENSG00000131236	0	1	ENST00000372792_0:53_ENST00000372759_435:3108;ENST00000372798_0:50_ENST00000372759_435:3108
APTX	ENSG00000137074	AFAP1	ENSG00000196526	0	1	ENST00000420658_0:271_ENST00000379812_41:599;ENST00000420658_0:271_ENST00000397172_41:1740;ENST00000358461_0:271_ENST00000379812_41:599;ENST00000358461_0:271_ENST00000397172_41:1740;ENST00000358461_0:271_ENST00000476858_75:1068;ENST00000358461_0:271_ENST00000473221_75:687;ENST00000420658_0:271_ENST00000476858_75:1068;ENST00000420658_0:271_ENST00000473221_75:687;ENST00000420658_0:271_ENST00000379825_62:2023;ENST00000358461_0:271_ENST00000379825_62:2023;ENST00000420658_0:271_ENST00000379813_46:1121;ENST00000358461_0:271_ENST00000379813_46:1121;ENST00000358461_0:271_ENST00000379819_38:1820;ENST00000420658_0:271_ENST00000379819_38:1820
BCAT1	ENSG00000060982	SOX5	ENSG00000134532	0	1	ENST00000451604_0:140_ENST00000261192_533:9674;ENST00000381381_0:140_ENST00000261192_533:9674;ENST00000451604_0:140_ENST00000539780_117:1360;ENST00000381381_0:140_ENST00000539780_117:1360
LRCH1	ENSG00000136141	COG3	ENSG00000136152	0	1	ENST00000311191_0:1810_ENST00000349995_1921:4498;ENST00000389798_0:1778_ENST00000349995_1921:4498;ENST00000389797_0:1718_ENST00000349995_1921:4498
NCEH1	ENSG00000144959	MBNL1	ENSG00000152601	0	1	ENST00000424772_0:206_ENST00000459747_425:594;ENST00000424772_0:206_ENST00000493459_324:4205;ENST00000543711_0:372_ENST00000493459_324:4205;ENST00000538775_0:372_ENST00000493459_324:4205;ENST00000475381_0:372_ENST00000493459_324:4205;ENST00000475381_0:372_ENST00000459747_425:594;ENST00000543711_0:372_ENST00000459747_425:594;ENST00000538775_0:372_ENST00000459747_425:594
MEIS2	ENSG00000134138	SF1	ENSG00000168066	0	1	ENST00000626028_0:531_ENST00000397620_1438:2295;ENST00000626028_0:531_ENST00000557796_1371:2666;ENST00000626028_0:531_ENST00000397624_1064:2748;ENST00000626028_0:531_ENST00000340545_1373:3056;ENST00000626028_0:531_ENST00000607277_554:705;ENST00000626028_0:531_ENST00000559561_1232:1442;ENST00000626028_0:531_ENST00000338564_1424:4829
ADNP	ENSG00000101126	HAUS1	ENSG00000152240	0	1	ENST00000585518_0:215_ENST00000645081_632:4773;ENST00000585518_0:215_ENST00000371602_1763:7360;ENST00000585518_0:215_ENST00000396029_931:6396;ENST00000585518_0:215_ENST00000349014_498:4662;ENST00000585518_0:215_ENST00000396032_802:4979;ENST00000585518_0:215_ENST00000534467_456:773;ENST00000585518_0:215_ENST00000621696_630:6224;ENST00000585518_0:215_ENST00000642364_178:628
ANKRD13C	ENSG00000118454	ZBTB7A	ENSG00000178951	0	1	ENST00000370944_0:891_ENST00000601588_303:2083;ENST00000370944_0:891_ENST00000322357_264:5422
PPIE	ENSG00000084072	GULP1	ENSG00000144366	0	1	ENST00000409830_0:1372_ENST00000324379_872:1277
NPTN	ENSG00000156642	SLC35A1	ENSG00000164414	0	1	ENST00000565282_0:822_ENST00000369556_788:1720;ENST00000345330_0:809_ENST00000622775_802:1206;ENST00000563691_0:640_ENST00000369556_788:1720;ENST00000351217_0:1182_ENST00000369552_913:1851;ENST00000351217_0:1182_ENST00000369556_788:1720;ENST00000345330_0:809_ENST00000369557_721:1653;ENST00000562924_0:291_ENST00000369557_721:1653;ENST00000562924_0:291_ENST00000369556_788:1720;ENST00000345330_0:809_ENST00000369556_788:1720;ENST00000563691_0:640_ENST00000369557_721:1653;ENST00000345330_0:809_ENST00000369552_913:1851;ENST00000562924_0:291_ENST00000369552_913:1851;ENST00000565282_0:822_ENST00000369552_913:1851;ENST00000351217_0:1182_ENST00000369557_721:1653;ENST00000565282_0:822_ENST00000622775_802:1206;ENST00000563691_0:640_ENST00000369552_913:1851;ENST00000565282_0:822_ENST00000369557_721:1653;ENST00000563691_0:640_ENST00000622775_802:1206;ENST00000351217_0:1182_ENST00000622775_802:1206;ENST00000562924_0:291_ENST00000622775_802:1206
OCLN	ENSG00000197822	NAIP	ENSG00000249437	0	1	ENST00000194097_0:4102_ENST00000396442_1070:1748;ENST00000508426_0:3734_ENST00000538151_280:5391;ENST00000508426_0:3734_ENST00000396442_1070:1748;ENST00000514857_0:234_ENST00000355237_1327:6438;ENST00000517649_0:4138_ENST00000396442_1070:1748;ENST00000517649_0:4138_ENST00000538151_280:5391;ENST00000523981_0:3894_ENST00000355237_1327:6438;ENST00000523981_0:3894_ENST00000396442_1070:1748;ENST00000508426_0:3734_ENST00000355237_1327:6438;ENST00000523981_0:3894_ENST00000538151_280:5391;ENST00000503719_0:3361_ENST00000396442_1070:1748;ENST00000514857_0:234_ENST00000396442_1070:1748;ENST00000503719_0:3361_ENST00000538151_280:5391;ENST00000517649_0:4138_ENST00000355237_1327:6438;ENST00000194097_0:4102_ENST00000355237_1327:6438;ENST00000194097_0:4102_ENST00000538151_280:5391;ENST00000503719_0:3361_ENST00000355237_1327:6438;ENST00000514857_0:234_ENST00000538151_280:5391
SELENOF	ENSG00000183291	MAN1A2	ENSG00000198162	0	1	ENST00000611507_0:565_ENST00000356554_1590:8576;ENST00000616787_0:565_ENST00000356554_1590:8576;ENST00000497861_0:72_ENST00000449370_53:2082;ENST00000370554_0:275_ENST00000449370_53:2082;ENST00000331835_0:506_ENST00000356554_1590:8576;ENST00000401030_0:267_ENST00000356554_1590:8576;ENST00000370554_0:275_ENST00000356554_1590:8576;ENST00000331835_0:506_ENST00000449370_53:2082;ENST00000497861_0:72_ENST00000356554_1590:8576;ENST00000616787_0:565_ENST00000449370_53:2082;ENST00000611507_0:565_ENST00000449370_53:2082;ENST00000401030_0:267_ENST00000449370_53:2082
HTRA2	ENSG00000115317	PXDN	ENSG00000130508	0	1	ENST00000252804_0:1731_ENST00000352222_761:1450;ENST00000252804_0:1731_ENST00000258080_1569:2370;ENST00000433670_0:1667_ENST00000352222_761:1450;ENST00000433670_0:1667_ENST00000258080_1569:2370
PAFAH1B2	ENSG00000168092	TSN	ENSG00000211460	0	1	ENST00000530272_0:163_ENST00000389682_313:3420;ENST00000527958_0:240_ENST00000536142_301:3328;ENST00000419197_0:223_ENST00000409193_521:1436;ENST00000530272_0:163_ENST00000536142_301:3328;ENST00000530272_0:163_ENST00000409193_521:1436;ENST00000419197_0:223_ENST00000536142_301:3328;ENST00000529887_0:209_ENST00000409193_521:1436;ENST00000419197_0:223_ENST00000389682_313:3420;ENST00000527958_0:240_ENST00000409193_521:1436;ENST00000529887_0:209_ENST00000536142_301:3328;ENST00000527958_0:240_ENST00000389682_313:3420;ENST00000529887_0:209_ENST00000389682_313:3420
FLNB	ENSG00000136068	COL1A2	ENSG00000164692	0	1	ENST00000620463_0:668_ENST00000295956_6238:9463;ENST00000620463_0:668_ENST00000429972_6205:9430;ENST00000297268_0:1027_ENST00000295956_6238:9463;ENST00000297268_0:1027_ENST00000429972_6205:9430;ENST00000620463_0:668_ENST00000490882_6331:8079;ENST00000620463_0:668_ENST00000493452_5651:7402;ENST00000297268_0:1027_ENST00000493452_5651:7402;ENST00000620463_0:668_ENST00000358537_6166:9391;ENST00000297268_0:1027_ENST00000490882_6331:8079;ENST00000297268_0:1027_ENST00000358537_6166:9391
RBFOX2	ENSG00000100320	ANXA11	ENSG00000122359	0	1	ENST00000438331_0:1818_ENST00000416721_1079:1254;ENST00000372231_0:1573_ENST00000414461_985:1706;ENST00000265447_0:1614_ENST00000495377_574:733;ENST00000438331_0:1818_ENST00000414461_985:1706;ENST00000447489_0:233_ENST00000438146_1238:1356;ENST00000265447_0:1614_ENST00000438146_1238:1356;ENST00000422982_0:1622_ENST00000262829_1148:1538;ENST00000372231_0:1573_ENST00000262829_1148:1538;ENST00000447489_0:233_ENST00000414461_985:1706;ENST00000265447_0:1614_ENST00000397303_989:1354;ENST00000372231_0:1573_ENST00000495377_574:733;ENST00000265447_0:1614_ENST00000405409_1345:6932;ENST00000372231_0:1573_ENST00000359369_1069:1409;ENST00000372231_0:1573_ENST00000438146_1238:1356;ENST00000422982_0:1622_ENST00000438146_1238:1356;ENST00000265447_0:1614_ENST00000449924_1214:1935;ENST00000438331_0:1818_ENST00000495377_574:733;ENST00000422982_0:1622_ENST00000495377_574:733;ENST00000265447_0:1614_ENST00000359369_1069:1409;ENST00000372231_0:1573_ENST00000397303_989:1354;ENST00000422982_0:1622_ENST00000359369_1069:1409;ENST00000447489_0:233_ENST00000416721_1079:1254;ENST00000438331_0:1818_ENST00000262829_1148:1538;ENST00000438331_0:1818_ENST00000359369_1069:1409;ENST00000422982_0:1622_ENST00000416721_1079:1254;ENST00000265447_0:1614_ENST00000262829_1148:1538;ENST00000447489_0:233_ENST00000359369_1069:1409;ENST00000447489_0:233_ENST00000262829_1148:1538;ENST00000422982_0:1622_ENST00000397303_989:1354;ENST00000372231_0:1573_ENST00000449924_1214:1935;ENST00000265447_0:1614_ENST00000414461_985:1706;ENST00000447489_0:233_ENST00000397303_989:1354;ENST00000447489_0:233_ENST00000449924_1214:1935;ENST00000265447_0:1614_ENST00000416721_1079:1254;ENST00000372231_0:1573_ENST00000405409_1345:6932;ENST00000447489_0:233_ENST00000495377_574:733;ENST00000438331_0:1818_ENST00000397303_989:1354;ENST00000447489_0:233_ENST00000405409_1345:6932;ENST00000438331_0:1818_ENST00000438146_1238:1356;ENST00000422982_0:1622_ENST00000405409_1345:6932;ENST00000438331_0:1818_ENST00000405409_1345:6932;ENST00000438331_0:1818_ENST00000449924_1214:1935;ENST00000422982_0:1622_ENST00000449924_1214:1935;ENST00000372231_0:1573_ENST00000416721_1079:1254;ENST00000422982_0:1622_ENST00000414461_985:1706
RBFOX2	ENSG00000100320	RGS4	ENSG00000117152	0	1	ENST00000527809_0:155_ENST00000397305_12:759;ENST00000531057_0:275_ENST00000397305_12:759;ENST00000367908_0:275_ENST00000397305_12:759;ENST00000367909_0:491_ENST00000397305_12:759;ENST00000528938_0:215_ENST00000397305_0:759;ENST00000421743_0:602_ENST00000397305_12:759;ENST00000367906_0:205_ENST00000397305_0:759;ENST00000367909_0:489_ENST00000397305_0:759;ENST00000421743_0:600_ENST00000397305_0:759;ENST00000367908_0:273_ENST00000397305_0:759;ENST00000531057_0:273_ENST00000397305_0:759;ENST00000528938_0:217_ENST00000397305_12:759;ENST00000367906_0:207_ENST00000397305_12:759;ENST00000527809_0:153_ENST00000397305_0:759
SGIP1	ENSG00000118473	PHF3	ENSG00000118482	0	1	ENST00000262043_0:315_ENST00000237247_1861:3997;ENST00000494284_0:315_ENST00000237247_1861:3997;ENST00000262043_0:315_ENST00000371037_1707:7768;ENST00000494284_0:315_ENST00000371037_1707:7768;ENST00000494284_0:315_ENST00000435165_800:3646;ENST00000262043_0:315_ENST00000435165_800:3646;ENST00000494284_0:315_ENST00000371039_1233:4080;ENST00000262043_0:315_ENST00000371039_1233:4080
YBEY	ENSG00000182362	INSC	ENSG00000188487	0	1	ENST00000379556_0:167_ENST00000339195_608:890
MEIS1	ENSG00000143995	ZNF677	ENSG00000197928	0	1	ENST00000333952_0:249_ENST00000398506_1297:3530;ENST00000598513_0:320_ENST00000272369_1422:4291;ENST00000333952_0:249_ENST00000488550_1264:5111;ENST00000598513_0:320_ENST00000488550_1264:5111;ENST00000333952_0:249_ENST00000560281_1689:2773;ENST00000598513_0:320_ENST00000495021_1077:2836;ENST00000333952_0:249_ENST00000272369_1422:4291;ENST00000599012_0:322_ENST00000495021_1077:2836;ENST00000599012_0:322_ENST00000488550_1264:5111;ENST00000594517_0:354_ENST00000488550_1264:5111;ENST00000598513_0:320_ENST00000398506_1297:3530;ENST00000594681_0:528_ENST00000272369_1422:4291;ENST00000599012_0:322_ENST00000272369_1422:4291;ENST00000333952_0:249_ENST00000495021_1077:2836;ENST00000599012_0:322_ENST00000398506_1297:3530;ENST00000594681_0:528_ENST00000560281_1689:2773;ENST00000598806_0:341_ENST00000495021_1077:2836;ENST00000598806_0:341_ENST00000560281_1689:2773;ENST00000594681_0:528_ENST00000495021_1077:2836;ENST00000594517_0:354_ENST00000560281_1689:2773;ENST00000598806_0:341_ENST00000398506_1297:3530;ENST00000594517_0:354_ENST00000398506_1297:3530;ENST00000599012_0:322_ENST00000560281_1689:2773;ENST00000594517_0:354_ENST00000495021_1077:2836;ENST00000594517_0:354_ENST00000272369_1422:4291;ENST00000594681_0:528_ENST00000488550_1264:5111;ENST00000598806_0:341_ENST00000272369_1422:4291;ENST00000598806_0:341_ENST00000488550_1264:5111;ENST00000598513_0:320_ENST00000560281_1689:2773;ENST00000594681_0:528_ENST00000398506_1297:3530
EDIL3	ENSG00000164176	SLC25A46	ENSG00000164209	0	1	ENST00000296591_0:774_ENST00000447245_362:1575;ENST00000380138_0:337_ENST00000447245_362:1575;ENST00000380138_0:337_ENST00000513807_87:1546;ENST00000296591_0:774_ENST00000513807_87:1546;ENST00000380138_0:337_ENST00000355943_409:2385;ENST00000296591_0:774_ENST00000355943_409:2385
IK	ENSG00000113141	DCBLD1	ENSG00000164465	0	1	ENST00000610522_0:490_ENST00000296955_1113:1979;ENST00000417647_0:1538_ENST00000338728_1108:3626;ENST00000417647_0:1538_ENST00000296955_1113:1979;ENST00000610522_0:490_ENST00000338728_1108:3626
