geneA.name	geneA.id	geneB.name	geneB.id	paircount	splitcount	transcripts.list
HOMER3	ENSG00000051128	CRTC1	ENSG00000105662	0	1	ENST00000392351_0:164_ENST00000321949_1451:2501;ENST00000594794_0:140_ENST00000594658_1334:2384;ENST00000392351_0:164_ENST00000594658_1334:2384;ENST00000392351_0:164_ENST00000338797_1498:6929;ENST00000594794_0:140_ENST00000338797_1498:6929;ENST00000594794_0:140_ENST00000321949_1451:2501
PTCD3	ENSG00000132300	HNRNPA3	ENSG00000170144	0	1	ENST00000409783_0:264_ENST00000411529_57:5688;ENST00000254630_0:306_ENST00000411529_57:5688;ENST00000409783_0:264_ENST00000392524_309:2067;ENST00000254630_0:306_ENST00000392524_309:2067;ENST00000254630_0:306_ENST00000435711_100:1731;ENST00000409783_0:264_ENST00000435711_100:1731
MANBAL	ENSG00000101363	RPN2	ENSG00000118705	0	1	ENST00000237530_0:1403_ENST00000373606_255:1208;ENST00000237530_0:1403_ENST00000397150_288:620;ENST00000237530_0:1403_ENST00000397152_586:1539;ENST00000237530_0:1403_ENST00000397151_550:1503;ENST00000373622_0:1192_ENST00000373606_255:1208;ENST00000373622_0:1192_ENST00000397150_288:620;ENST00000373622_0:1192_ENST00000397151_550:1503;ENST00000373622_0:1192_ENST00000373605_962:1915;ENST00000237530_0:1403_ENST00000373605_962:1915;ENST00000373622_0:1192_ENST00000397152_586:1539
TBC1D5	ENSG00000131374	DYNC1LI1	ENSG00000144635	0	1	ENST00000507877_0:411_ENST00000424991_431:666;ENST00000253692_0:1762_ENST00000424991_431:666;ENST00000507877_0:411_ENST00000413350_113:616;ENST00000425944_0:267_ENST00000424991_431:666;ENST00000446818_0:361_ENST00000424991_431:666;ENST00000446863_0:416_ENST00000424991_431:666;ENST00000414349_0:452_ENST00000424991_431:666;ENST00000428355_0:426_ENST00000413350_113:616;ENST00000445294_0:332_ENST00000424991_431:666;ENST00000414349_0:452_ENST00000413350_113:616;ENST00000445294_0:332_ENST00000413350_113:616;ENST00000434420_0:261_ENST00000424991_431:666;ENST00000428355_0:426_ENST00000424991_431:666;ENST00000429383_0:274_ENST00000424991_431:666;ENST00000415814_0:398_ENST00000413350_113:616;ENST00000446863_0:416_ENST00000413350_113:616;ENST00000434420_0:261_ENST00000413350_113:616;ENST00000446818_0:361_ENST00000413350_113:616;ENST00000253692_0:1762_ENST00000413350_113:616;ENST00000429383_0:274_ENST00000413350_113:616;ENST00000415814_0:398_ENST00000424991_431:666;ENST00000425944_0:267_ENST00000413350_113:616
MRPS10	ENSG00000048544	GUCA1B	ENSG00000112599	0	1	ENST00000053468_0:538_ENST00000230361_303:1113
MYO10	ENSG00000145555	BASP1	ENSG00000176788	0	1	ENST00000274203_0:1398_ENST00000322611_251:1878;ENST00000513610_0:1385_ENST00000322611_251:1878;ENST00000513882_0:1382_ENST00000322611_251:1878;ENST00000513882_0:1382_ENST00000606445_255:401;ENST00000274203_0:1398_ENST00000606445_255:401;ENST00000513610_0:1385_ENST00000606445_255:401;ENST00000513610_0:1385_ENST00000616743_75:1711;ENST00000513882_0:1382_ENST00000616743_75:1711;ENST00000274203_0:1398_ENST00000616743_75:1711
VAMP3	ENSG00000049245	FN1	ENSG00000115414	2	0	ENST00000054666_0:187_ENST00000432072_4061:7759;ENST00000054666_0:187_ENST00000354785_4166:8905;ENST00000054666_0:187_ENST00000323926_4062:8708
DNMT1	ENSG00000130816	RPL41	ENSG00000229117	0	1	ENST00000340748_0:1287_ENST00000546591_249:699;ENST00000340748_0:1287_ENST00000501597_130:469;ENST00000359526_0:1279_ENST00000546591_249:699;ENST00000359526_0:1279_ENST00000501597_130:469
PHF20L1	ENSG00000129292	CAMTA1	ENSG00000171735	0	1	ENST00000395386_0:1229_ENST00000557126_274:486;ENST00000395390_0:892_ENST00000557126_274:486;ENST00000622263_0:1251_ENST00000557126_274:486;ENST00000220847_0:1173_ENST00000557126_274:486
AL021546.1	ENSG00000111780	NFIL3	ENSG00000165030	0	1	ENST00000551806_0:348_ENST00000297689_223:2085
ZNF227	ENSG00000131115	ZNF649	ENSG00000198093	0	1	ENST00000586048_0:286_ENST00000600738_513:2283;ENST00000586048_0:286_ENST00000354957_513:3197;ENST00000391961_0:216_ENST00000600738_523:2283;ENST00000391961_0:216_ENST00000354957_523:3197;ENST00000621083_0:216_ENST00000354957_523:3197;ENST00000621083_0:216_ENST00000600738_523:2283;ENST00000588394_0:181_ENST00000600738_513:2283;ENST00000588394_0:181_ENST00000354957_513:3197;ENST00000589005_0:166_ENST00000600738_523:2283;ENST00000589005_0:166_ENST00000354957_523:3197;ENST00000589707_0:166_ENST00000600738_513:2283;ENST00000589707_0:166_ENST00000354957_513:3197;ENST00000589005_0:156_ENST00000354957_513:3197;ENST00000589005_0:156_ENST00000600738_513:2283;ENST00000391961_0:206_ENST00000354957_513:3197;ENST00000391961_0:206_ENST00000600738_513:2283;ENST00000621083_0:206_ENST00000354957_513:3197;ENST00000621083_0:206_ENST00000600738_513:2283;ENST00000588394_0:191_ENST00000354957_523:3197;ENST00000588394_0:191_ENST00000600738_523:2283;ENST00000589707_0:176_ENST00000600738_523:2283;ENST00000589707_0:176_ENST00000354957_523:3197;ENST00000586048_0:296_ENST00000600738_523:2283;ENST00000586048_0:296_ENST00000354957_523:3197;ENST00000313040_0:193_ENST00000600738_513:2283;ENST00000313040_0:193_ENST00000354957_513:3197;ENST00000313040_0:203_ENST00000600738_523:2283;ENST00000313040_0:203_ENST00000354957_523:3197;ENST00000588219_0:203_ENST00000600738_523:2283;ENST00000588219_0:203_ENST00000354957_523:3197;ENST00000586228_0:203_ENST00000600738_523:2283;ENST00000586228_0:203_ENST00000354957_523:3197;ENST00000586228_0:193_ENST00000600738_513:2283;ENST00000586228_0:193_ENST00000354957_513:3197;ENST00000588219_0:193_ENST00000354957_513:3197;ENST00000588219_0:193_ENST00000600738_513:2283
CCDC124	ENSG00000007080	EEF1B2	ENSG00000114942	0	1	ENST00000445505_0:475_ENST00000445755_0:938;ENST00000392222_0:705_ENST00000445755_0:938;ENST00000236957_0:451_ENST00000445755_0:938;ENST00000392221_0:488_ENST00000445755_0:938
CTSC	ENSG00000109861	TXNDC5	ENSG00000239264	0	1	ENST00000473453_0:1040_ENST00000524463_275:6125;ENST00000473453_0:1040_ENST00000227266_301:1921;ENST00000379757_0:1076_ENST00000527018_56:733;ENST00000473453_0:1040_ENST00000527018_56:733;ENST00000379757_0:1076_ENST00000529974_247:747;ENST00000473453_0:1040_ENST00000529974_247:747;ENST00000379757_0:1076_ENST00000524463_275:6125;ENST00000379757_0:1076_ENST00000227266_301:1921
FARSB	ENSG00000116120	TRIM61	ENSG00000183439	0	1	ENST00000329314_0:1138_ENST00000281828_378:3369
PRR5L	ENSG00000135362	LDLRAD3	ENSG00000179241	0	1	ENST00000524419_0:431_ENST00000530639_10:2291
AP1M1	ENSG00000072958	UQCRQ	ENSG00000164405	0	1	ENST00000591775_0:552_ENST00000378665_370:586;ENST00000591775_0:552_ENST00000378667_209:429;ENST00000591775_0:552_ENST00000378670_275:839
BPTF	ENSG00000171634	AMZ2	ENSG00000196704	0	1	ENST00000335221_0:226_ENST00000612294_220:1498;ENST00000424123_0:196_ENST00000612294_220:1498;ENST00000335221_0:226_ENST00000359783_655:1722;ENST00000306378_0:673_ENST00000612294_220:1498;ENST00000335221_0:226_ENST00000580837_122:713;ENST00000544778_0:814_ENST00000580837_122:713;ENST00000335221_0:226_ENST00000584494_152:897;ENST00000544778_0:814_ENST00000392720_110:1378;ENST00000321892_0:674_ENST00000612294_220:1498;ENST00000335221_0:226_ENST00000392720_110:1378;ENST00000306378_0:673_ENST00000359783_655:1722;ENST00000321892_0:674_ENST00000392720_110:1378;ENST00000644067_0:305_ENST00000584494_152:897;ENST00000342579_0:305_ENST00000584494_152:897;ENST00000424123_0:196_ENST00000392720_110:1378;ENST00000306378_0:673_ENST00000392720_110:1378;ENST00000644067_0:305_ENST00000580837_122:713;ENST00000342579_0:305_ENST00000580837_122:713;ENST00000544778_0:814_ENST00000612294_220:1498;ENST00000424123_0:196_ENST00000359783_655:1722;ENST00000644067_0:305_ENST00000612294_220:1498;ENST00000342579_0:305_ENST00000612294_220:1498;ENST00000306378_0:673_ENST00000580837_122:713;ENST00000644067_0:305_ENST00000579724_102:722;ENST00000342579_0:305_ENST00000579724_102:722;ENST00000306378_0:673_ENST00000579724_102:722;ENST00000424123_0:196_ENST00000579724_102:722;ENST00000342579_0:305_ENST00000392720_110:1378;ENST00000644067_0:305_ENST00000392720_110:1378;ENST00000321892_0:674_ENST00000359783_655:1722;ENST00000306378_0:673_ENST00000359904_1132:2402;ENST00000424123_0:196_ENST00000584494_152:897;ENST00000544778_0:814_ENST00000579724_102:722;ENST00000544778_0:814_ENST00000359783_655:1722;ENST00000321892_0:674_ENST00000579724_102:722;ENST00000424123_0:196_ENST00000580837_122:713;ENST00000321892_0:674_ENST00000359904_1132:2402;ENST00000544778_0:814_ENST00000584494_152:897;ENST00000321892_0:674_ENST00000580753_86:1339;ENST00000342579_0:305_ENST00000359904_1132:2402;ENST00000644067_0:305_ENST00000359904_1132:2402;ENST00000544778_0:814_ENST00000359904_1132:2402;ENST00000544778_0:814_ENST00000580753_86:1339;ENST00000335221_0:226_ENST00000579724_102:722;ENST00000335221_0:226_ENST00000359904_1132:2402;ENST00000424123_0:196_ENST00000359904_1132:2402;ENST00000335221_0:226_ENST00000580753_86:1339;ENST00000342579_0:305_ENST00000580753_86:1339;ENST00000644067_0:305_ENST00000580753_86:1339;ENST00000321892_0:674_ENST00000580837_122:713;ENST00000424123_0:196_ENST00000580753_86:1339;ENST00000306378_0:673_ENST00000584494_152:897;ENST00000321892_0:674_ENST00000584494_152:897;ENST00000342579_0:305_ENST00000359783_655:1722;ENST00000644067_0:305_ENST00000359783_655:1722;ENST00000306378_0:673_ENST00000580753_86:1339
SLC7A5	ENSG00000103257	RBPJ	ENSG00000168214	0	1	ENST00000512671_0:319_ENST00000565644_176:3983;ENST00000342295_0:295_ENST00000261622_730:4537;ENST00000342295_0:295_ENST00000565644_176:3983;ENST00000361572_0:253_ENST00000565644_176:3983;ENST00000512671_0:319_ENST00000261622_730:4537;ENST00000361572_0:253_ENST00000261622_730:4537
B3GNT2	ENSG00000170340	COMMD1	ENSG00000173163	0	1	ENST00000444166_0:135_ENST00000301998_243:2763
DESI2	ENSG00000121644	NOX5	ENSG00000255346	0	1	ENST00000448182_0:297_ENST00000302550_421:4208;ENST00000260364_0:297_ENST00000302550_421:4208
NUCB1	ENSG00000104805	ANO6	ENSG00000177119	0	1	ENST00000425752_0:2714_ENST00000452087_64:864;ENST00000320560_0:2614_ENST00000407032_67:2158;ENST00000441606_0:2594_ENST00000452087_64:864;ENST00000425752_0:2714_ENST00000405315_337:2668;ENST00000320560_0:2614_ENST00000452087_64:864;ENST00000441606_0:2594_ENST00000407032_67:2158;ENST00000423947_0:2712_ENST00000452087_64:864;ENST00000423947_0:2712_ENST00000405315_337:2668;ENST00000320560_0:2614_ENST00000411700_303:673;ENST00000441606_0:2594_ENST00000411700_303:673;ENST00000425752_0:2714_ENST00000411700_303:673;ENST00000425752_0:2714_ENST00000407032_67:2158;ENST00000441606_0:2594_ENST00000405315_337:2668;ENST00000423947_0:2712_ENST00000407032_67:2158;ENST00000423947_0:2712_ENST00000411700_303:673;ENST00000320560_0:2614_ENST00000405315_337:2668
SLK	ENSG00000065613	PCBP2	ENSG00000197111	0	1	ENST00000369755_0:1059_ENST00000359282_1083:1730;ENST00000335753_0:1059_ENST00000359282_1083:1730;ENST00000335753_0:1059_ENST00000359462_1161:1814;ENST00000369755_0:1059_ENST00000359462_1161:1814;ENST00000335753_0:1059_ENST00000447282_1095:3077;ENST00000369755_0:1059_ENST00000447282_1095:3077;ENST00000369755_0:1059_ENST00000548933_761:1202;ENST00000335753_0:1059_ENST00000548933_761:1202;ENST00000335753_0:1059_ENST00000553064_358:1786;ENST00000369755_0:1059_ENST00000553064_358:1786;ENST00000369755_0:1059_ENST00000549863_1029:1619;ENST00000335753_0:1059_ENST00000549863_1029:1619;ENST00000369755_0:1059_ENST00000546463_953:1457;ENST00000335753_0:1059_ENST00000546463_953:1457
PTBP3	ENSG00000119314	RBBP6	ENSG00000122257	0	1	ENST00000343327_0:194_ENST00000562683_228:529;ENST00000334318_0:314_ENST00000562683_228:529;ENST00000374257_0:283_ENST00000562683_228:529;ENST00000450374_0:264_ENST00000562683_228:529
CANX	ENSG00000127022	TUBA1A	ENSG00000167552	0	1	ENST00000550767_0:1368_ENST00000504734_1851:2232;ENST00000550767_0:1368_ENST00000247461_1861:4260;ENST00000550767_0:1368_ENST00000452673_1808:4207
CIC	ENSG00000079432	HSP90AA1	ENSG00000080824	2	0	ENST00000553585_0:381_ENST00000575354_1504:5473;ENST00000553585_0:381_ENST00000572681_4259:8218;ENST00000553585_0:381_ENST00000160740_2149:6111
NCK2	ENSG00000071051	FHL2	ENSG00000115641	0	1	ENST00000393349_0:358_ENST00000607522_115:759;ENST00000233154_0:668_ENST00000607522_115:759;ENST00000393348_0:583_ENST00000607522_115:759;ENST00000233154_0:668_ENST00000393352_105:1426;ENST00000393349_0:358_ENST00000447958_491:574;ENST00000425756_0:389_ENST00000393352_105:1426;ENST00000393348_0:583_ENST00000393352_105:1426;ENST00000425756_0:389_ENST00000607522_115:759;ENST00000233154_0:668_ENST00000447958_491:574;ENST00000393348_0:583_ENST00000447958_491:574;ENST00000393349_0:358_ENST00000393352_105:1426;ENST00000425756_0:389_ENST00000447958_491:574
ATP1A1	ENSG00000163399	OGFOD3	ENSG00000181396	0	1	ENST00000329197_0:914_ENST00000369494_294:698;ENST00000329197_0:914_ENST00000537345_486:3763;ENST00000329197_0:914_ENST00000369496_295:3572;ENST00000329197_0:914_ENST00000295598_375:3654;ENST00000329197_0:914_ENST00000418797_365:654
ASCC3	ENSG00000112249	SMYD2	ENSG00000143499	0	1	ENST00000366957_0:195_ENST00000369162_5895:8146
QSOX1	ENSG00000116260	SLC2A1	ENSG00000117394	0	1	ENST00000367602_0:1198_ENST00000426263_1380:3670;ENST00000367600_0:1135_ENST00000426263_1380:3670
ZNF207	ENSG00000010244	TRIM27	ENSG00000204713	0	1	ENST00000377194_0:776_ENST00000394670_997:13781;ENST00000377199_0:777_ENST00000394670_997:13781;ENST00000377194_0:776_ENST00000342555_1147:1905;ENST00000377199_0:777_ENST00000342555_1147:1905;ENST00000377199_0:777_ENST00000577908_934:4672;ENST00000377199_0:777_ENST00000321233_934:2283;ENST00000377194_0:776_ENST00000321233_934:2283;ENST00000377194_0:776_ENST00000577908_934:4672
ACLY	ENSG00000131473	THBS1	ENSG00000137801	0	1	ENST00000260356_0:1453_ENST00000590770_189:583;ENST00000260356_0:1453_ENST00000353196_1146:4318;ENST00000260356_0:1453_ENST00000352035_1114:4339;ENST00000260356_0:1453_ENST00000590151_1093:4309;ENST00000260356_0:1453_ENST00000393896_1153:3682
CCDC47	ENSG00000108588	PIP5K1C	ENSG00000186111	0	1	ENST00000403162_0:529_ENST00000589578_219:2933;ENST00000403162_0:529_ENST00000537021_219:3326;ENST00000225726_0:647_ENST00000589578_219:2933;ENST00000225726_0:647_ENST00000537021_219:3326;ENST00000403162_0:529_ENST00000539785_294:2289;ENST00000582252_0:442_ENST00000539785_294:2289;ENST00000403162_0:529_ENST00000335312_308:5080;ENST00000582252_0:442_ENST00000589578_219:2933;ENST00000582252_0:442_ENST00000537021_219:3326;ENST00000582252_0:442_ENST00000335312_308:5080;ENST00000225726_0:647_ENST00000335312_308:5080;ENST00000225726_0:647_ENST00000539785_294:2289
MYL6	ENSG00000092841	MT1E	ENSG00000169715	0	1	ENST00000306061_0:385_ENST00000550697_664:901;ENST00000306061_0:385_ENST00000348108_472:722;ENST00000568293_0:79_ENST00000548400_335:573;ENST00000568293_0:79_ENST00000348108_472:722;ENST00000568293_0:79_ENST00000550697_664:901;ENST00000330439_0:62_ENST00000548400_335:573;ENST00000330439_0:62_ENST00000348108_472:722;ENST00000330439_0:62_ENST00000550697_664:901;ENST00000306061_0:385_ENST00000548400_335:573
CNRIP1	ENSG00000119865	PPP3R1	ENSG00000221823	0	1	ENST00000409559_0:330_ENST00000409377_158:684
TCF25	ENSG00000141002	BCAM	ENSG00000187244	0	1	ENST00000270233_0:1402_ENST00000263347_1710:2377;ENST00000270233_0:1402_ENST00000263346_1684:2233;ENST00000611077_0:1390_ENST00000562256_1212:1879;ENST00000611077_0:1390_ENST00000263346_1684:2233;ENST00000611077_0:1390_ENST00000263347_1710:2377;ENST00000270233_0:1402_ENST00000562256_1212:1879
NXN	ENSG00000167693	GLOD4	ENSG00000167699	0	2	ENST00000571684_0:508_ENST00000536578_827:2497;ENST00000336868_0:1217_ENST00000536578_827:2497;ENST00000537628_0:976_ENST00000536578_827:2497;ENST00000575801_0:862_ENST00000536578_827:2497;ENST00000537628_0:976_ENST00000301329_176:2059;ENST00000336868_0:1217_ENST00000301329_176:2059;ENST00000571684_0:508_ENST00000301329_176:2059;ENST00000537628_0:976_ENST00000576419_114:705;ENST00000336868_0:1217_ENST00000576419_114:705;ENST00000571684_0:508_ENST00000576419_114:705;ENST00000575801_0:862_ENST00000576419_114:705;ENST00000575801_0:862_ENST00000301329_176:2059
IGF1R	ENSG00000140443	MAGED4	ENSG00000154545	0	1	ENST00000268035_0:3922_ENST00000375626_1093:2495;ENST00000650285_0:4354_ENST00000375626_1093:2495;ENST00000649865_0:4351_ENST00000599522_1233:2669;ENST00000268035_0:3922_ENST00000599522_1233:2669;ENST00000650285_0:4354_ENST00000599522_1233:2669;ENST00000649865_0:4351_ENST00000375626_1093:2495;ENST00000558762_0:3846_ENST00000375626_1093:2495;ENST00000558762_0:3846_ENST00000599522_1233:2669
IGF1R	ENSG00000140443	MAGED4B	ENSG00000187243	0	1	ENST00000649865_0:4351_ENST00000335504_1188:2578;ENST00000268035_0:3922_ENST00000485287_1180:2618;ENST00000558762_0:3846_ENST00000485287_1180:2618;ENST00000268035_0:3922_ENST00000360134_1108:2510;ENST00000558762_0:3846_ENST00000335504_1188:2578;ENST00000649865_0:4351_ENST00000497164_1092:2482;ENST00000650285_0:4354_ENST00000497164_1092:2482;ENST00000268035_0:3922_ENST00000335504_1188:2578;ENST00000268035_0:3922_ENST00000497164_1092:2482;ENST00000650285_0:4354_ENST00000485287_1180:2618;ENST00000558762_0:3846_ENST00000497164_1092:2482;ENST00000650285_0:4354_ENST00000360134_1108:2510;ENST00000649865_0:4351_ENST00000485287_1180:2618;ENST00000649865_0:4351_ENST00000360134_1108:2510;ENST00000558762_0:3846_ENST00000360134_1108:2510;ENST00000650285_0:4354_ENST00000335504_1188:2578
CHMP1A	ENSG00000131165	ZNF107	ENSG00000196247	0	1	ENST00000360117_0:805_ENST00000550102_287:803;ENST00000344930_0:471_ENST00000550102_287:803;ENST00000395391_0:1394_ENST00000550102_287:803;ENST00000620827_0:426_ENST00000550102_287:803;ENST00000423627_0:514_ENST00000550102_287:803
PLOD2	ENSG00000152952	JPT2	ENSG00000206053	0	1	ENST00000282903_0:1305_ENST00000561516_0:1065;ENST00000360060_0:1305_ENST00000561516_0:1065;ENST00000360060_0:1305_ENST00000562684_0:3185;ENST00000282903_0:1305_ENST00000562684_0:3185;ENST00000494950_0:1222_ENST00000562684_0:3185;ENST00000494950_0:1222_ENST00000561516_0:1065
TSPO	ENSG00000100300	ITPRID2	ENSG00000138434	0	1	ENST00000431877_0:533_ENST00000337554_101:881;ENST00000409001_0:436_ENST00000337554_101:881;ENST00000320370_0:466_ENST00000329563_207:955;ENST00000320370_0:466_ENST00000337554_101:881;ENST00000409001_0:436_ENST00000329563_207:955;ENST00000431877_0:533_ENST00000428336_332:672;ENST00000431877_0:533_ENST00000329563_207:955;ENST00000320370_0:466_ENST00000428336_332:672;ENST00000409001_0:436_ENST00000428336_332:672;ENST00000431877_0:533_ENST00000396265_296:1075;ENST00000409001_0:436_ENST00000396265_296:1075;ENST00000320370_0:466_ENST00000396265_296:1075
CREB3L1	ENSG00000157613	SSR4	ENSG00000180879	0	1	ENST00000370085_0:99_ENST00000621158_1978:2687;ENST00000320857_0:1169_ENST00000621158_1978:2687;ENST00000370087_0:243_ENST00000621158_1978:2687;ENST00000370086_0:134_ENST00000621158_1978:2687
FKBP1A	ENSG00000088832	PHACTR4	ENSG00000204138	0	1	ENST00000400137_0:269_ENST00000373839_546:6190;ENST00000400137_0:269_ENST00000632202_564:918;ENST00000400137_0:269_ENST00000373836_529:3107;ENST00000614856_0:271_ENST00000373839_546:6190;ENST00000614856_0:271_ENST00000632202_564:918;ENST00000614856_0:271_ENST00000373836_529:3107
