geneA.name	geneA.id	geneB.name	geneB.id	paircount	splitcount	transcripts.list
TRIM22	ENSG00000132274	EI24	ENSG00000149547	0	1	ENST00000278903_0:358_ENST00000414641_735:897;ENST00000527235_0:85_ENST00000454828_509:1002;ENST00000278903_0:358_ENST00000454828_509:1002;ENST00000524723_0:116_ENST00000414641_735:897;ENST00000615917_0:116_ENST00000414641_735:897;ENST00000534546_0:116_ENST00000414641_735:897;ENST00000618552_0:116_ENST00000414641_735:897;ENST00000615917_0:116_ENST00000454828_509:1002;ENST00000534546_0:116_ENST00000454828_509:1002;ENST00000524723_0:116_ENST00000454828_509:1002;ENST00000618552_0:116_ENST00000454828_509:1002;ENST00000278903_0:358_ENST00000379965_796:2989;ENST00000527235_0:85_ENST00000379965_796:2989;ENST00000527235_0:85_ENST00000414641_735:897;ENST00000618552_0:116_ENST00000379965_796:2989;ENST00000534546_0:116_ENST00000379965_796:2989;ENST00000615917_0:116_ENST00000379965_796:2989;ENST00000524723_0:116_ENST00000379965_796:2989
MAGT1	ENSG00000102158	ATP7A	ENSG00000165240	0	1	ENST00000610432_0:260_ENST00000343533_180:8289;ENST00000618282_0:123_ENST00000343533_180:8289;ENST00000610432_0:260_ENST00000341514_134:8483;ENST00000373336_0:132_ENST00000341514_134:8483;ENST00000618282_0:123_ENST00000341514_134:8483;ENST00000373336_0:132_ENST00000343533_180:8289;ENST00000358075_0:285_ENST00000341514_134:8483;ENST00000358075_0:285_ENST00000343533_180:8289
STAM2	ENSG00000115145	ARL6IP6	ENSG00000177917	0	1	ENST00000326446_0:1165_ENST00000263904_390:5701
FAM20C	ENSG00000177706	PRKAR1B	ENSG00000188191	0	1	ENST00000313766_0:1015_ENST00000360274_1072:2007;ENST00000313766_0:1015_ENST00000406797_1066:2553;ENST00000313766_0:1015_ENST00000544935_1006:2494;ENST00000313766_0:1015_ENST00000537384_1045:2533;ENST00000313766_0:1015_ENST00000400758_473:888;ENST00000313766_0:1015_ENST00000403562_974:1917
FAM20C	ENSG00000177706	GAK	ENSG00000178950	0	1	ENST00000313766_0:1094_ENST00000511163_2003:4280;ENST00000313766_0:1094_ENST00000314167_2165:4442
CASD1	ENSG00000127995	TES	ENSG00000135269	0	1	ENST00000297273_0:2414_ENST00000358204_242:2782
PHRF1	ENSG00000070047	TPM4	ENSG00000167460	0	1	ENST00000647464_0:861_ENST00000413872_288:5224;ENST00000646974_0:861_ENST00000413872_288:5224;ENST00000344824_0:892_ENST00000413872_288:5224;ENST00000300933_0:926_ENST00000533464_279:5218;ENST00000647464_0:861_ENST00000533464_279:5218;ENST00000646974_0:861_ENST00000533464_279:5218;ENST00000344824_0:892_ENST00000533464_279:5218;ENST00000344824_0:892_ENST00000264555_326:5523;ENST00000646575_0:580_ENST00000533464_279:5218;ENST00000300933_0:926_ENST00000264555_326:5523;ENST00000647464_0:861_ENST00000416188_291:5227;ENST00000646974_0:861_ENST00000416188_291:5227;ENST00000642221_0:893_ENST00000264555_326:5523;ENST00000646575_0:580_ENST00000416188_291:5227;ENST00000643579_0:729_ENST00000264555_326:5523;ENST00000642221_0:893_ENST00000413872_288:5224;ENST00000300933_0:926_ENST00000413872_288:5224;ENST00000642221_0:893_ENST00000416188_291:5227;ENST00000647464_0:861_ENST00000264555_326:5523;ENST00000646974_0:861_ENST00000264555_326:5523;ENST00000643579_0:729_ENST00000533464_279:5218;ENST00000643579_0:729_ENST00000413872_288:5224;ENST00000643579_0:729_ENST00000416188_291:5227;ENST00000586833_0:690_ENST00000533464_279:5218;ENST00000642221_0:893_ENST00000533464_279:5218;ENST00000300933_0:926_ENST00000416188_291:5227;ENST00000586833_0:690_ENST00000264555_326:5523;ENST00000646575_0:580_ENST00000413872_288:5224;ENST00000646575_0:580_ENST00000264555_326:5523;ENST00000586833_0:690_ENST00000416188_291:5227;ENST00000586833_0:690_ENST00000413872_288:5224;ENST00000344824_0:892_ENST00000416188_291:5227
B4GALT6	ENSG00000118276	OLA1	ENSG00000138430	0	1	ENST00000306851_0:643_ENST00000428402_397:1270;ENST00000383131_0:424_ENST00000344357_420:1656;ENST00000306851_0:643_ENST00000344357_420:1656;ENST00000383131_0:424_ENST00000284719_620:4417;ENST00000383131_0:424_ENST00000428402_397:1270;ENST00000306851_0:643_ENST00000409546_1064:2071;ENST00000383131_0:424_ENST00000409546_1064:2071;ENST00000306851_0:643_ENST00000284719_620:4417
MGRN1	ENSG00000102858	DDB1	ENSG00000167986	0	1	ENST00000301764_0:1623_ENST00000399577_1621:6425;ENST00000301764_0:1623_ENST00000415496_1599:6405;ENST00000301764_0:1623_ENST00000586183_1462:1841
CEP170	ENSG00000143702	AC118553.2	ENSG00000283761	0	1	ENST00000366543_0:282_ENST00000639037_916:2590;ENST00000366544_0:282_ENST00000639037_916:2590;ENST00000366544_0:282_ENST00000638792_923:2729;ENST00000366543_0:282_ENST00000638792_923:2729
CEP170	ENSG00000143702	MFSD14A	ENSG00000156875	0	1	ENST00000366544_0:282_ENST00000370152_220:2777;ENST00000366543_0:282_ENST00000370152_220:2777
SLC38A2	ENSG00000134294	WDR43	ENSG00000163811	0	1	ENST00000256689_0:1008_ENST00000407426_970:3533;ENST00000256689_0:1008_ENST00000296126_597:787;ENST00000612232_0:263_ENST00000407426_970:3533;ENST00000612232_0:263_ENST00000296126_597:787
ACTN1	ENSG00000072110	TPM4	ENSG00000167460	0	1	ENST00000588483_0:791_ENST00000394419_1275:3464;ENST00000588483_0:791_ENST00000193403_1476:3779;ENST00000588483_0:791_ENST00000438964_1298:3043;ENST00000588483_0:791_ENST00000538545_1112:2813;ENST00000588483_0:791_ENST00000376839_1176:2824
NOMO3	ENSG00000103226	FN1	ENSG00000115414	0	1	ENST00000443816_0:1475_ENST00000399336_2086:4356;ENST00000426059_0:1475_ENST00000399336_2086:4356;ENST00000354785_0:1574_ENST00000263012_1980:3911;ENST00000354785_0:1574_ENST00000399336_2086:4356;ENST00000421182_0:1469_ENST00000263012_1980:3911;ENST00000432072_0:1469_ENST00000263012_1980:3911;ENST00000356005_0:1470_ENST00000263012_1980:3911;ENST00000446046_0:1470_ENST00000263012_1980:3911;ENST00000357867_0:1470_ENST00000263012_1980:3911;ENST00000336916_0:1470_ENST00000263012_1980:3911;ENST00000323926_0:1470_ENST00000263012_1980:3911;ENST00000359671_0:1470_ENST00000263012_1980:3911;ENST00000359671_0:1470_ENST00000399336_2086:4356;ENST00000323926_0:1470_ENST00000399336_2086:4356;ENST00000336916_0:1470_ENST00000399336_2086:4356;ENST00000357867_0:1470_ENST00000399336_2086:4356;ENST00000446046_0:1470_ENST00000399336_2086:4356;ENST00000356005_0:1470_ENST00000399336_2086:4356;ENST00000426059_0:1475_ENST00000263012_1980:3911;ENST00000443816_0:1475_ENST00000263012_1980:3911;ENST00000421182_0:1469_ENST00000399336_2086:4356;ENST00000432072_0:1469_ENST00000399336_2086:4356
TEX10	ENSG00000136891	WASHC1	ENSG00000181404	0	1	ENST00000442898_0:292_ENST00000374902_1978:3074;ENST00000442898_0:292_ENST00000535814_1960:3006
LGALS1	ENSG00000100097	CANX	ENSG00000127022	0	1	ENST00000247461_0:209_ENST00000215909_202:560
SRPK1	ENSG00000096063	MAPK14	ENSG00000112062	0	1	ENST00000423325_0:165_ENST00000229794_1150:3779;ENST00000423325_0:165_ENST00000468133_832:1376;ENST00000423325_0:165_ENST00000229795_1209:4319
YAP1	ENSG00000137693	RUNX1	ENSG00000159216	0	1	ENST00000344691_0:1848_ENST00000629586_688:1365;ENST00000437180_0:541_ENST00000526343_1076:2393;ENST00000358356_0:1848_ENST00000629586_688:1365;ENST00000437180_0:541_ENST00000345877_1076:5284;ENST00000399237_0:368_ENST00000526343_1076:2393;ENST00000300305_0:796_ENST00000629586_688:1365;ENST00000399237_0:368_ENST00000345877_1076:5284;ENST00000300305_0:796_ENST00000526343_1076:2393;ENST00000300305_0:796_ENST00000345877_1076:5284;ENST00000455571_0:502_ENST00000526343_1076:2393;ENST00000455571_0:502_ENST00000345877_1076:5284;ENST00000399240_0:341_ENST00000629586_688:1365;ENST00000358356_0:1848_ENST00000345877_1076:5284;ENST00000344691_0:1848_ENST00000345877_1076:5284;ENST00000344691_0:1848_ENST00000526343_1076:2393;ENST00000358356_0:1848_ENST00000526343_1076:2393;ENST00000399237_0:368_ENST00000629586_688:1365;ENST00000437180_0:541_ENST00000629586_688:1365;ENST00000455571_0:502_ENST00000629586_688:1365;ENST00000399240_0:341_ENST00000345877_1076:5284;ENST00000399240_0:341_ENST00000526343_1076:2393
COL4A2	ENSG00000134871	YWHAG	ENSG00000170027	0	1	ENST00000360467_0:436_ENST00000307630_310:3750;ENST00000400163_0:275_ENST00000307630_310:3750;ENST00000649101_0:414_ENST00000307630_310:3750;ENST00000650540_0:315_ENST00000307630_310:3750
ASNS	ENSG00000070669	HSPD1	ENSG00000144381	0	1	ENST00000388968_0:1237_ENST00000444334_1208:1812;ENST00000345042_0:1086_ENST00000437628_961:1638;ENST00000388968_0:1237_ENST00000394308_1317:1994;ENST00000345042_0:1086_ENST00000444334_1208:1812;ENST00000388968_0:1237_ENST00000455086_932:1588;ENST00000345042_0:1086_ENST00000394308_1317:1994;ENST00000388968_0:1237_ENST00000437628_961:1638;ENST00000345042_0:1086_ENST00000422745_1203:1865;ENST00000388968_0:1237_ENST00000394309_1609:2289;ENST00000388968_0:1237_ENST00000175506_1666:2356;ENST00000345042_0:1086_ENST00000175506_1666:2356;ENST00000388968_0:1237_ENST00000422745_1203:1865;ENST00000345042_0:1086_ENST00000394309_1609:2289;ENST00000345042_0:1086_ENST00000455086_932:1588
BAIAP2L1	ENSG00000006453	WDR59	ENSG00000103091	0	1	ENST00000563111_0:377_ENST00000005260_1638:3622;ENST00000262144_0:457_ENST00000005260_1638:3622;ENST00000536050_0:496_ENST00000005260_1638:3622;ENST00000616369_0:392_ENST00000005260_1638:3622
CD99	ENSG00000002586	EEF1A1	ENSG00000156508	0	1	ENST00000331523_0:399_ENST00000624481_227:1089;ENST00000331523_0:399_ENST00000482405_230:842;ENST00000331523_0:399_ENST00000381184_260:918;ENST00000309268_0:773_ENST00000611428_353:1243;ENST00000356303_0:353_ENST00000611428_353:1243;ENST00000309268_0:773_ENST00000624481_227:1089;ENST00000356303_0:353_ENST00000624481_227:1089;ENST00000455918_0:535_ENST00000381192_407:1291;ENST00000455918_0:535_ENST00000482405_230:842;ENST00000615060_0:217_ENST00000624481_227:1089;ENST00000610520_0:217_ENST00000624481_227:1089;ENST00000309268_0:773_ENST00000482405_230:842;ENST00000309268_0:773_ENST00000381184_260:918;ENST00000356303_0:353_ENST00000381192_407:1291;ENST00000316292_0:1146_ENST00000624481_227:1089;ENST00000455918_0:535_ENST00000624481_227:1089;ENST00000455918_0:535_ENST00000381187_216:892;ENST00000331523_0:399_ENST00000381187_216:892;ENST00000309268_0:773_ENST00000381192_407:1291;ENST00000331523_0:399_ENST00000611428_353:1243;ENST00000455918_0:535_ENST00000381184_260:918;ENST00000455918_0:535_ENST00000611428_353:1243;ENST00000615060_0:217_ENST00000482405_230:842;ENST00000610520_0:217_ENST00000482405_230:842;ENST00000356303_0:353_ENST00000482405_230:842;ENST00000610520_0:217_ENST00000381184_260:918;ENST00000615060_0:217_ENST00000381184_260:918;ENST00000610520_0:217_ENST00000611428_353:1243;ENST00000615060_0:217_ENST00000611428_353:1243;ENST00000610520_0:217_ENST00000381192_407:1291;ENST00000615060_0:217_ENST00000381192_407:1291;ENST00000316292_0:1146_ENST00000482405_230:842;ENST00000316292_0:1146_ENST00000381184_260:918;ENST00000331523_0:399_ENST00000381192_407:1291;ENST00000610520_0:217_ENST00000381187_216:892;ENST00000615060_0:217_ENST00000381187_216:892;ENST00000356303_0:353_ENST00000381187_216:892;ENST00000316292_0:1146_ENST00000381192_407:1291;ENST00000316292_0:1146_ENST00000381187_216:892;ENST00000316292_0:1146_ENST00000611428_353:1243;ENST00000356303_0:353_ENST00000381184_260:918;ENST00000309268_0:773_ENST00000381187_216:892
ANKDD1A	ENSG00000166839	PLEKHO2	ENSG00000241839	0	1	ENST00000616065_0:467_ENST00000319580_395:3110;ENST00000323544_0:611_ENST00000319580_395:3110;ENST00000323544_0:611_ENST00000496660_146:1477;ENST00000323544_0:611_ENST00000395723_93:1250;ENST00000323544_0:611_ENST00000395720_93:1518;ENST00000616065_0:467_ENST00000496660_146:1477;ENST00000616065_0:467_ENST00000395720_93:1518;ENST00000616065_0:467_ENST00000395723_93:1250
ALS2	ENSG00000003393	RAB2A	ENSG00000104388	0	1	ENST00000529579_0:145_ENST00000264276_1844:6644;ENST00000262646_0:469_ENST00000264276_1844:6644
HUWE1	ENSG00000086758	RCC1	ENSG00000180198	0	1	ENST00000373833_0:61_ENST00000612484_11449:14311;ENST00000434290_0:62_ENST00000612484_11449:14311;ENST00000427469_0:128_ENST00000262854_11879:14739;ENST00000649185_0:138_ENST00000612484_11449:14311;ENST00000434290_0:62_ENST00000342160_11934:14796;ENST00000434290_0:62_ENST00000262854_11879:14739;ENST00000649185_0:138_ENST00000342160_11934:14796;ENST00000373833_0:61_ENST00000262854_11879:14739;ENST00000427469_0:128_ENST00000426907_1943:4805;ENST00000398958_0:175_ENST00000426907_1943:4805;ENST00000398958_0:175_ENST00000342160_11934:14796;ENST00000434290_0:62_ENST00000426907_1943:4805;ENST00000649185_0:138_ENST00000262854_11879:14739;ENST00000427469_0:128_ENST00000342160_11934:14796;ENST00000373833_0:61_ENST00000426907_1943:4805;ENST00000373833_0:61_ENST00000342160_11934:14796;ENST00000649185_0:138_ENST00000426907_1943:4805;ENST00000398958_0:175_ENST00000612484_11449:14311;ENST00000398958_0:175_ENST00000262854_11879:14739;ENST00000427469_0:128_ENST00000612484_11449:14311
TRO	ENSG00000067445	SERPINE1	ENSG00000106366	0	1	ENST00000319167_0:1783_ENST00000223095_1258:3190;ENST00000173898_0:1783_ENST00000223095_1258:3190;ENST00000622017_0:572_ENST00000223095_1258:3190;ENST00000399736_0:572_ENST00000223095_1258:3190;ENST00000375022_0:1763_ENST00000223095_1258:3190;ENST00000375041_0:624_ENST00000223095_1258:3190;ENST00000420798_0:737_ENST00000223095_1244:3190;ENST00000420798_0:751_ENST00000223095_1258:3190;ENST00000399736_0:558_ENST00000223095_1244:3190;ENST00000622017_0:558_ENST00000223095_1244:3190;ENST00000375022_0:1749_ENST00000223095_1244:3190;ENST00000319167_0:1769_ENST00000223095_1244:3190;ENST00000173898_0:1769_ENST00000223095_1244:3190;ENST00000375041_0:610_ENST00000223095_1244:3190
PDGFRL	ENSG00000104213	THBS1	ENSG00000137801	0	1	ENST00000260356_0:3542_ENST00000251630_926:1901;ENST00000260356_0:3542_ENST00000541323_930:1905
NOMO1	ENSG00000103512	FN1	ENSG00000115414	0	1	ENST00000443816_0:1475_ENST00000287667_2085:4355;ENST00000426059_0:1475_ENST00000287667_2085:4355;ENST00000354785_0:1574_ENST00000620755_1986:3921;ENST00000354785_0:1574_ENST00000287667_2085:4355;ENST00000443816_0:1475_ENST00000620755_1986:3921;ENST00000426059_0:1475_ENST00000620755_1986:3921;ENST00000421182_0:1469_ENST00000610363_1841:3765;ENST00000432072_0:1469_ENST00000610363_1841:3765;ENST00000446046_0:1470_ENST00000610363_1841:3765;ENST00000357867_0:1470_ENST00000610363_1841:3765;ENST00000323926_0:1470_ENST00000610363_1841:3765;ENST00000336916_0:1470_ENST00000610363_1841:3765;ENST00000359671_0:1470_ENST00000610363_1841:3765;ENST00000356005_0:1470_ENST00000610363_1841:3765;ENST00000421182_0:1469_ENST00000287667_2085:4355;ENST00000432072_0:1469_ENST00000287667_2085:4355;ENST00000432072_0:1469_ENST00000620755_1986:3921;ENST00000421182_0:1469_ENST00000620755_1986:3921;ENST00000354785_0:1574_ENST00000610363_1841:3765;ENST00000426059_0:1475_ENST00000610363_1841:3765;ENST00000443816_0:1475_ENST00000610363_1841:3765;ENST00000359671_0:1470_ENST00000287667_2085:4355;ENST00000356005_0:1470_ENST00000287667_2085:4355;ENST00000357867_0:1470_ENST00000287667_2085:4355;ENST00000336916_0:1470_ENST00000287667_2085:4355;ENST00000323926_0:1470_ENST00000287667_2085:4355;ENST00000446046_0:1470_ENST00000287667_2085:4355;ENST00000359671_0:1470_ENST00000620755_1986:3921;ENST00000356005_0:1470_ENST00000620755_1986:3921;ENST00000336916_0:1470_ENST00000620755_1986:3921;ENST00000323926_0:1470_ENST00000620755_1986:3921;ENST00000357867_0:1470_ENST00000620755_1986:3921;ENST00000446046_0:1470_ENST00000620755_1986:3921
PIEZO1	ENSG00000103335	RPS3	ENSG00000149273	0	1	ENST00000301015_0:2755_ENST00000524851_244:866;ENST00000301015_0:2755_ENST00000422465_136:903;ENST00000301015_0:2755_ENST00000528847_391:639;ENST00000301015_0:2755_ENST00000531188_301:2097;ENST00000301015_0:2755_ENST00000527446_256:1306
COL1A2	ENSG00000164692	CALM1	ENSG00000198668	0	1	ENST00000620463_0:886_ENST00000447653_724:1104;ENST00000297268_0:1245_ENST00000447653_724:1104;ENST00000620463_0:886_ENST00000356978_673:4242;ENST00000297268_0:1245_ENST00000356978_673:4242;ENST00000297268_0:1245_ENST00000553542_521:877;ENST00000620463_0:886_ENST00000626705_426:1341;ENST00000620463_0:886_ENST00000544280_649:1064;ENST00000297268_0:1245_ENST00000626705_426:1341;ENST00000297268_0:1245_ENST00000544280_649:1064;ENST00000620463_0:886_ENST00000553542_521:877
COL1A2	ENSG00000164692	UBB	ENSG00000170315	0	1	ENST00000620463_0:3251_ENST00000535788_305:704;ENST00000297268_0:3610_ENST00000535788_305:704
COL1A2	ENSG00000164692	COL4A1	ENSG00000187498	1	4	ENST00000297268_0:603_ENST00000375820_3075:6616
COL1A2	ENSG00000164692	SMARCC1	ENSG00000173473	0	1	ENST00000297268_0:3406_ENST00000254480_301:6375;ENST00000620463_0:3047_ENST00000254480_301:6375
AC245033.1	ENSG00000260836	RPS10-NUDT3	ENSG00000270800	0	1	ENST00000639725_0:360_ENST00000562833_1766:2012;ENST00000494077_0:779_ENST00000562833_1766:2012;ENST00000639877_0:571_ENST00000562833_1766:2012;ENST00000605528_0:247_ENST00000562833_1766:2012;ENST00000494077_0:779_ENST00000562833_1734:2012
PSMB1	ENSG00000008018	FCHO2	ENSG00000157107	0	1	ENST00000507345_0:156_ENST00000262193_212:928;ENST00000430046_0:241_ENST00000262193_212:928;ENST00000512348_0:153_ENST00000262193_212:928;ENST00000287761_0:151_ENST00000262193_212:928
RPL18A	ENSG00000105640	TTYH3	ENSG00000136295	0	1	ENST00000403167_0:1054_ENST00000599898_58:491;ENST00000407643_0:1328_ENST00000599898_58:491;ENST00000258796_0:1629_ENST00000599898_58:491;ENST00000429448_0:404_ENST00000599898_58:491
PLAT	ENSG00000104368	RCC1	ENSG00000180198	0	1	ENST00000429089_0:953_ENST00000649185_105:2686;ENST00000352041_0:874_ENST00000373833_28:2844;ENST00000429089_0:953_ENST00000373833_28:2844;ENST00000220809_0:1060_ENST00000434290_29:1070;ENST00000429710_0:523_ENST00000434290_29:1070;ENST00000352041_0:874_ENST00000434290_29:1070;ENST00000524009_0:634_ENST00000434290_29:1070;ENST00000524009_0:634_ENST00000398958_142:2715;ENST00000524009_0:634_ENST00000427469_95:903;ENST00000429710_0:523_ENST00000427469_95:903;ENST00000429089_0:953_ENST00000398958_142:2715;ENST00000352041_0:874_ENST00000398958_142:2715;ENST00000519510_0:712_ENST00000398958_142:2715;ENST00000429710_0:523_ENST00000373833_28:2844;ENST00000519510_0:712_ENST00000649185_105:2686;ENST00000352041_0:874_ENST00000427469_95:903;ENST00000524009_0:634_ENST00000373833_28:2844;ENST00000429710_0:523_ENST00000398958_142:2715;ENST00000429089_0:953_ENST00000427469_95:903;ENST00000524009_0:634_ENST00000649185_105:2686;ENST00000220809_0:1060_ENST00000373833_28:2844;ENST00000429710_0:523_ENST00000649185_105:2686;ENST00000519510_0:712_ENST00000373833_28:2844;ENST00000220809_0:1060_ENST00000427469_95:903;ENST00000220809_0:1060_ENST00000398958_142:2715;ENST00000352041_0:874_ENST00000649185_105:2686;ENST00000429089_0:953_ENST00000434290_29:1070;ENST00000220809_0:1060_ENST00000649185_105:2686;ENST00000519510_0:712_ENST00000434290_29:1070;ENST00000519510_0:712_ENST00000427469_95:903
CYBA	ENSG00000051523	COL1A2	ENSG00000164692	0	1	ENST00000297268_0:2836_ENST00000565588_10:221;ENST00000620463_0:2477_ENST00000565588_10:221
SFPQ	ENSG00000116560	ZMYM4	ENSG00000146463	0	1	ENST00000357214_0:1796_ENST00000314607_4389:6994;ENST00000357214_0:1796_ENST00000457946_3284:6003
ADAM19	ENSG00000135074	POGK	ENSG00000143157	0	1	ENST00000517905_0:139_ENST00000367876_148:5754;ENST00000517905_0:139_ENST00000367875_358:6254;ENST00000517905_0:139_ENST00000449930_323:954;ENST00000257527_0:173_ENST00000449930_323:954;ENST00000257527_0:173_ENST00000367875_358:6254;ENST00000257527_0:173_ENST00000367876_148:5754
LTBP1	ENSG00000049323	PSME4	ENSG00000068878	0	1	ENST00000404816_0:1216_ENST00000404125_298:7099
CD44	ENSG00000026508	PDHX	ENSG00000110435	0	1	ENST00000448838_0:438_ENST00000428726_2244:5732;ENST00000227868_0:325_ENST00000415148_1815:2369;ENST00000227868_0:325_ENST00000433892_1179:2292;ENST00000227868_0:325_ENST00000279452_454:862;ENST00000227868_0:325_ENST00000428726_2244:5732;ENST00000448838_0:438_ENST00000415148_1815:2369;ENST00000533550_0:191_ENST00000434472_882:1634;ENST00000533550_0:191_ENST00000415148_1815:2369;ENST00000430469_0:265_ENST00000639002_373:528;ENST00000533550_0:191_ENST00000639002_373:528;ENST00000430469_0:265_ENST00000415148_1815:2369;ENST00000448838_0:438_ENST00000279452_454:862;ENST00000430469_0:265_ENST00000428726_2244:5732;ENST00000533550_0:191_ENST00000433892_1179:2292;ENST00000533550_0:191_ENST00000279452_454:862;ENST00000227868_0:325_ENST00000639002_373:528;ENST00000430469_0:265_ENST00000279452_454:862;ENST00000430469_0:265_ENST00000433892_1179:2292;ENST00000448838_0:438_ENST00000434472_882:1634;ENST00000227868_0:325_ENST00000434472_882:1634;ENST00000533550_0:191_ENST00000428726_2244:5732;ENST00000448838_0:438_ENST00000433892_1179:2292;ENST00000430469_0:265_ENST00000434472_882:1634;ENST00000448838_0:438_ENST00000639002_373:528
DYNC1H1	ENSG00000197102	AC245033.1	ENSG00000260836	2	0	ENST00000562833_0:1918_ENST00000647204_2582:3610;ENST00000562833_0:1918_ENST00000644881_3986:4786;ENST00000562833_0:1918_ENST00000645149_5260:6050;ENST00000562833_0:1918_ENST00000360184_13554:20003
LOXL2	ENSG00000134013	UBR3	ENSG00000144357	0	1	ENST00000389131_0:901_ENST00000272793_3684:8005;ENST00000389131_0:901_ENST00000392632_807:5129;ENST00000389131_0:901_ENST00000418381_3634:7951
XPO6	ENSG00000169180	MRPL52	ENSG00000172590	0	1	ENST00000304658_0:1066_ENST00000432849_236:411;ENST00000565698_0:883_ENST00000432849_236:411;ENST00000574435_0:152_ENST00000557221_265:922;ENST00000565698_0:883_ENST00000397505_157:333;ENST00000565698_0:883_ENST00000555536_276:451;ENST00000304658_0:1066_ENST00000397505_157:333;ENST00000304658_0:1066_ENST00000555536_276:451;ENST00000574435_0:152_ENST00000397505_157:333;ENST00000574435_0:152_ENST00000555536_276:451;ENST00000565698_0:883_ENST00000557221_265:922;ENST00000304658_0:1066_ENST00000557221_265:922;ENST00000574435_0:152_ENST00000432849_236:411
