geneA.name	geneA.id	geneB.name	geneB.id	paircount	splitcount	transcripts.list
AIMP1	ENSG00000164022	RCC1	ENSG00000180198	0	1	ENST00000649185_0:138_ENST00000358008_649:2412;ENST00000649185_0:138_ENST00000442366_27:2519;ENST00000649185_0:138_ENST00000510207_93:568;ENST00000398958_0:175_ENST00000510207_93:568;ENST00000398958_0:175_ENST00000358008_649:2412;ENST00000398958_0:175_ENST00000442366_27:2519;ENST00000427469_0:128_ENST00000358008_649:2412;ENST00000427469_0:128_ENST00000442366_27:2519;ENST00000427469_0:128_ENST00000510207_93:568
SMG7	ENSG00000116698	MRPS6	ENSG00000243927	0	1	ENST00000508461_0:150_ENST00000399312_223:990;ENST00000507691_0:150_ENST00000399312_223:990;ENST00000367537_0:172_ENST00000399312_223:990;ENST00000419169_0:148_ENST00000399312_223:990;ENST00000347615_0:148_ENST00000399312_223:990;ENST00000515829_0:123_ENST00000399312_223:990;ENST00000507469_0:147_ENST00000399312_223:990
VAMP7	ENSG00000124333	FBXO11	ENSG00000138081	0	1	ENST00000403359_0:305_ENST00000262640_516:2496
ISCU	ENSG00000136003	COL4A1	ENSG00000187498	0	1	ENST00000375820_0:4082_ENST00000539593_127:1071;ENST00000375820_0:4082_ENST00000392807_227:1069;ENST00000375820_0:4082_ENST00000431221_136:799;ENST00000375820_0:4082_ENST00000311893_136:994;ENST00000375820_0:4082_ENST00000547005_136:795;ENST00000375820_0:4082_ENST00000535729_136:1330
STAMBPL1	ENSG00000138134	NUDT5	ENSG00000165609	0	1	ENST00000371924_0:882_ENST00000378937_683:919;ENST00000371924_0:882_ENST00000491614_946:3433;ENST00000371926_0:1206_ENST00000537776_966:1201;ENST00000371927_0:1206_ENST00000537776_966:1201;ENST00000371924_0:882_ENST00000537776_966:1201;ENST00000371926_0:1206_ENST00000491614_946:3433;ENST00000371927_0:1206_ENST00000491614_946:3433;ENST00000371927_0:1206_ENST00000378937_683:919;ENST00000371926_0:1206_ENST00000378937_683:919
BID	ENSG00000015475	MFSD10	ENSG00000109736	0	1	ENST00000399774_0:112_ENST00000508221_47:1639;ENST00000399774_0:112_ENST00000507555_66:1573;ENST00000399767_0:115_ENST00000508221_47:1639;ENST00000622694_0:115_ENST00000508221_47:1639;ENST00000614949_0:115_ENST00000508221_47:1639;ENST00000617586_0:115_ENST00000508221_47:1639;ENST00000399767_0:115_ENST00000514800_0:1776;ENST00000622694_0:115_ENST00000514800_0:1776;ENST00000617586_0:115_ENST00000514800_0:1776;ENST00000614949_0:115_ENST00000514800_0:1776;ENST00000399774_0:112_ENST00000514800_0:1776;ENST00000399774_0:112_ENST00000355443_91:1753;ENST00000617586_0:115_ENST00000355443_91:1753;ENST00000399767_0:115_ENST00000355443_91:1753;ENST00000622694_0:115_ENST00000355443_91:1753;ENST00000614949_0:115_ENST00000355443_91:1753;ENST00000399767_0:115_ENST00000507555_66:1573;ENST00000622694_0:115_ENST00000507555_66:1573;ENST00000614949_0:115_ENST00000507555_66:1573;ENST00000617586_0:115_ENST00000507555_66:1573
STX6	ENSG00000135823	SYNPO	ENSG00000171992	0	1	ENST00000258301_0:929_ENST00000307662_2557:5374;ENST00000542060_0:874_ENST00000307662_2557:5374
SNX29	ENSG00000048471	C16orf72	ENSG00000182831	0	1	ENST00000566228_0:1968_ENST00000327827_980:5953;ENST00000564791_0:366_ENST00000327827_980:5953
PCNX1	ENSG00000100731	RASGRF2	ENSG00000113319	0	1	ENST00000304743_0:599_ENST00000265080_3501:8167;ENST00000439984_0:265_ENST00000265080_3501:8167
EXOC1	ENSG00000090989	GPN3	ENSG00000111231	0	1	ENST00000537466_0:754_ENST00000349598_1748:3248;ENST00000537466_0:754_ENST00000346134_1857:3357;ENST00000551079_0:213_ENST00000349598_1748:3248;ENST00000228827_0:726_ENST00000381295_2072:3551;ENST00000543199_0:865_ENST00000346134_1857:3357;ENST00000537466_0:754_ENST00000381295_2072:3551;ENST00000543199_0:865_ENST00000381295_2072:3551;ENST00000543199_0:865_ENST00000349598_1748:3248;ENST00000551079_0:213_ENST00000381295_2072:3551;ENST00000551079_0:213_ENST00000346134_1857:3357;ENST00000228827_0:726_ENST00000346134_1857:3357;ENST00000228827_0:726_ENST00000349598_1748:3248
PANK4	ENSG00000157881	SKI	ENSG00000157933	0	1	ENST00000435556_0:133_ENST00000378536_1041:5613;ENST00000378466_0:165_ENST00000378536_1041:5613
ZNF562	ENSG00000171466	ZNF561	ENSG00000171469	0	1	ENST00000589542_0:66_ENST00000302851_0:4693;ENST00000590155_0:68_ENST00000302851_0:4693;ENST00000588653_0:72_ENST00000302851_0:4693
TAF4	ENSG00000130699	SS18L1	ENSG00000184402	0	1	ENST00000331758_0:95_ENST00000252996_3090:4628;ENST00000450482_0:95_ENST00000252996_3090:4628
OGFOD1	ENSG00000087263	PSMB5	ENSG00000100804	0	1	ENST00000566157_0:423_ENST00000425762_119:900;ENST00000568397_0:351_ENST00000425762_119:900
PTPRU	ENSG00000060656	COL4A1	ENSG00000187498	0	1	ENST00000615732_0:508_ENST00000428026_299:5550;ENST00000375820_0:503_ENST00000345512_332:4470;ENST00000375820_0:503_ENST00000373779_332:5579;ENST00000375820_0:503_ENST00000428026_299:5550;ENST00000543140_0:401_ENST00000460170_209:5337;ENST00000375820_0:503_ENST00000460170_209:5337;ENST00000615732_0:508_ENST00000460170_209:5337;ENST00000543140_0:401_ENST00000345512_332:4470;ENST00000543140_0:401_ENST00000373779_332:5579;ENST00000648966_0:176_ENST00000460170_209:5337;ENST00000649484_0:176_ENST00000460170_209:5337;ENST00000647797_0:176_ENST00000460170_209:5337;ENST00000543140_0:401_ENST00000428026_299:5550;ENST00000649484_0:176_ENST00000373779_332:5579;ENST00000647797_0:176_ENST00000345512_332:4470;ENST00000647797_0:176_ENST00000373779_332:5579;ENST00000648966_0:176_ENST00000345512_332:4470;ENST00000648966_0:176_ENST00000373779_332:5579;ENST00000649484_0:176_ENST00000345512_332:4470;ENST00000649484_0:176_ENST00000428026_299:5550;ENST00000647797_0:176_ENST00000428026_299:5550;ENST00000648966_0:176_ENST00000428026_299:5550;ENST00000615732_0:508_ENST00000373779_332:5579;ENST00000615732_0:508_ENST00000345512_332:4470
ANKDD1A	ENSG00000166839	PLEKHO2	ENSG00000241839	0	1	ENST00000616065_0:467_ENST00000319580_395:3110;ENST00000323544_0:611_ENST00000319580_395:3110;ENST00000323544_0:611_ENST00000496660_146:1477;ENST00000323544_0:611_ENST00000395723_93:1250;ENST00000323544_0:611_ENST00000395720_93:1518;ENST00000616065_0:467_ENST00000496660_146:1477;ENST00000616065_0:467_ENST00000395720_93:1518;ENST00000616065_0:467_ENST00000395723_93:1250
DNAJC10	ENSG00000077232	APAF1	ENSG00000120868	0	1	ENST00000264065_0:2224_ENST00000547045_1199:3744;ENST00000264065_0:2224_ENST00000357310_1771:7055;ENST00000616986_0:2317_ENST00000359972_1738:7029;ENST00000264065_0:2224_ENST00000359972_1738:7029;ENST00000264065_0:2224_ENST00000551964_1930:5444;ENST00000616986_0:2317_ENST00000550527_1168:6581;ENST00000616986_0:2317_ENST00000547045_1199:3744;ENST00000616986_0:2317_ENST00000551964_1930:5444;ENST00000264065_0:2224_ENST00000549007_1194:3492;ENST00000616986_0:2317_ENST00000549007_1194:3492;ENST00000264065_0:2224_ENST00000550527_1168:6581;ENST00000616986_0:2317_ENST00000357310_1771:7055
PLA2G4A	ENSG00000116711	ASPH	ENSG00000198363	0	1	ENST00000367466_0:267_ENST00000379454_1122:5268;ENST00000367466_0:267_ENST00000541428_964:2550;ENST00000367466_0:267_ENST00000522919_373:1277
PRKAR1A	ENSG00000108946	WDR72	ENSG00000166415	0	1	ENST00000614174_0:106_ENST00000589228_122:4256
HCN3	ENSG00000143630	CPNE1	ENSG00000214078	0	1	ENST00000368358_0:706_ENST00000439806_44:748;ENST00000368358_0:716_ENST00000439806_54:748
PUM2	ENSG00000055917	LAPTM4A	ENSG00000068697	0	1	ENST00000403432_0:106_ENST00000175091_619:1765;ENST00000361078_0:254_ENST00000175091_619:1765
PID1	ENSG00000153823	SPRED1	ENSG00000166068	0	1	ENST00000409462_0:267_ENST00000299084_892:7780;ENST00000392055_0:272_ENST00000299084_892:7780;ENST00000392054_0:252_ENST00000299084_892:7780;ENST00000409462_0:267_ENST00000561317_101:527;ENST00000392054_0:252_ENST00000561317_101:527;ENST00000392055_0:272_ENST00000561317_101:527
KDSR	ENSG00000119537	RNF152	ENSG00000176641	0	1	ENST00000591306_0:205_ENST00000592327_194:553;ENST00000591306_0:205_ENST00000326575_194:1024;ENST00000591306_0:205_ENST00000645214_196:5143;ENST00000312828_0:965_ENST00000645214_196:5143;ENST00000312828_0:965_ENST00000592327_194:553;ENST00000312828_0:965_ENST00000326575_194:1024;ENST00000591306_0:205_ENST00000591902_190:1378;ENST00000591306_0:205_ENST00000406396_500:5447;ENST00000312828_0:965_ENST00000591902_190:1378;ENST00000312828_0:965_ENST00000406396_500:5447
MED18	ENSG00000130772	NDUFB1	ENSG00000183648	0	1	ENST00000373842_0:143_ENST00000605997_86:336;ENST00000373842_0:143_ENST00000329559_276:528;ENST00000373842_0:143_ENST00000553514_201:454;ENST00000398997_0:126_ENST00000605997_86:336;ENST00000398997_0:126_ENST00000553514_201:454;ENST00000398997_0:126_ENST00000329559_276:528;ENST00000373842_0:143_ENST00000617122_168:417;ENST00000398997_0:126_ENST00000617122_168:417
DHX29	ENSG00000067248	SH3GL1	ENSG00000141985	0	1	ENST00000598564_0:95_ENST00000621106_2528:4450;ENST00000417295_0:202_ENST00000621106_2528:4450;ENST00000598564_0:95_ENST00000251636_2576:4502;ENST00000269886_0:224_ENST00000621106_2528:4450;ENST00000417295_0:202_ENST00000251636_2576:4502;ENST00000269886_0:224_ENST00000251636_2576:4502
AFF4	ENSG00000072364	VDAC1	ENSG00000213585	0	1	ENST00000265343_0:376_ENST00000395047_196:1873;ENST00000378595_0:360_ENST00000395047_196:1873
GNPTG	ENSG00000090581	RER1	ENSG00000157916	0	1	ENST00000306256_0:683_ENST00000204679_567:1983;ENST00000488353_0:2305_ENST00000204679_567:1983;ENST00000605895_0:652_ENST00000204679_567:1983;ENST00000378513_0:610_ENST00000204679_567:1983
PLEKHB2	ENSG00000115762	TRIP12	ENSG00000153827	0	1	ENST00000430954_0:246_ENST00000628582_97:1297;ENST00000389044_0:267_ENST00000628582_97:1297;ENST00000430954_0:246_ENST00000234115_455:4208;ENST00000430954_0:246_ENST00000438882_63:1460;ENST00000409677_0:220_ENST00000234115_455:4208;ENST00000409677_0:220_ENST00000628582_97:1297;ENST00000389044_0:267_ENST00000438882_63:1460;ENST00000430954_0:246_ENST00000404460_46:1167;ENST00000430954_0:246_ENST00000409612_509:2210;ENST00000409677_0:220_ENST00000438882_63:1460;ENST00000389044_0:267_ENST00000234115_455:4208;ENST00000389044_0:267_ENST00000409612_509:2210;ENST00000389044_0:267_ENST00000404460_46:1167;ENST00000409677_0:220_ENST00000404460_46:1167;ENST00000409677_0:220_ENST00000409612_509:2210;ENST00000409677_0:220_ENST00000403716_552:4349;ENST00000409677_0:220_ENST00000439822_552:4177;ENST00000409677_0:220_ENST00000409158_552:2277;ENST00000389044_0:267_ENST00000403716_552:4349;ENST00000389044_0:267_ENST00000439822_552:4177;ENST00000389044_0:267_ENST00000409158_552:2277;ENST00000430954_0:246_ENST00000403716_552:4349;ENST00000430954_0:246_ENST00000439822_552:4177;ENST00000430954_0:246_ENST00000409158_552:2277
SPCS2	ENSG00000118363	TRAPPC1	ENSG00000170043	0	1	ENST00000540486_0:173_ENST00000530257_235:612;ENST00000572656_0:297_ENST00000530257_235:612;ENST00000303731_0:229_ENST00000530257_235:612;ENST00000571947_0:134_ENST00000530257_235:612
NFIL3	ENSG00000165030	ZFPM2	ENSG00000169946	0	1	ENST00000520027_0:421_ENST00000297689_223:2085;ENST00000407775_0:551_ENST00000297689_223:2085;ENST00000520492_0:473_ENST00000297689_223:2085
MRC2	ENSG00000011028	VASH1	ENSG00000071246	0	1	ENST00000303375_0:3629_ENST00000167106_16:5728;ENST00000446119_0:1083_ENST00000167106_16:5728
ATG3	ENSG00000144848	PTMS	ENSG00000159335	0	1	ENST00000309083_0:450_ENST00000283290_924:1570;ENST00000619580_0:452_ENST00000283290_924:1570;ENST00000309083_0:450_ENST00000402314_877:3010;ENST00000619580_0:452_ENST00000402314_877:3010
RAI14	ENSG00000039560	FAM155A	ENSG00000204442	0	1	ENST00000375915_0:1054_ENST00000506376_164:3091;ENST00000375915_0:1054_ENST00000515799_537:3486
TMEM132A	ENSG00000006118	UBE2V1	ENSG00000244687	0	1	ENST00000005286_0:1031_ENST00000371674_10:2133;ENST00000453848_0:1036_ENST00000371674_10:2133;ENST00000544065_0:852_ENST00000371674_10:2133
CHRNA1	ENSG00000138435	HERC4	ENSG00000148634	0	1	ENST00000492996_0:140_ENST00000409542_252:1460;ENST00000412272_0:140_ENST00000409542_252:1460;ENST00000395198_0:140_ENST00000409542_252:1460;ENST00000513996_0:114_ENST00000409542_252:1460;ENST00000373700_0:205_ENST00000409542_252:1460
SDHD	ENSG00000204370	ZNF736	ENSG00000234444	0	1	ENST00000423484_0:348_ENST00000375549_187:1439;ENST00000355095_0:548_ENST00000375549_187:1439
SERF1A	ENSG00000172058	SMN2	ENSG00000205571	0	1	ENST00000513436_0:330_ENST00000626847_113:1440;ENST00000513436_0:330_ENST00000380742_103:1388;ENST00000513436_0:330_ENST00000380741_81:900;ENST00000513436_0:330_ENST00000614240_81:804;ENST00000513436_0:330_ENST00000628696_81:885;ENST00000513436_0:330_ENST00000638794_81:846;ENST00000513436_0:330_ENST00000380743_155:1536;ENST00000513436_0:330_ENST00000511812_129:867
SERF1A	ENSG00000172058	SMN1	ENSG00000172062	0	1	ENST00000513436_0:330_ENST00000351205_81:900;ENST00000513436_0:330_ENST00000625245_81:885;ENST00000513436_0:330_ENST00000503079_155:1219;ENST00000513436_0:330_ENST00000380707_155:1536;ENST00000513436_0:330_ENST00000514951_129:1308;ENST00000513436_0:330_ENST00000506163_90:1445
MOGS	ENSG00000115275	C1orf198	ENSG00000119280	0	1	ENST00000233616_0:921_ENST00000470540_6:3819;ENST00000462443_0:276_ENST00000470540_6:3819;ENST00000448666_0:893_ENST00000470540_6:3819;ENST00000414701_0:486_ENST00000470540_-14:3819;ENST00000649075_0:911_ENST00000470540_6:3819;ENST00000414701_0:486_ENST00000470540_6:3819;ENST00000452063_0:581_ENST00000470540_6:3819;ENST00000649854_0:391_ENST00000470540_6:3819;ENST00000648810_0:215_ENST00000470540_6:3819;ENST00000650523_0:580_ENST00000470540_6:3819
ITCH	ENSG00000078747	GTF2F2	ENSG00000188342	0	1	ENST00000340473_0:207_ENST00000535650_2446:2940;ENST00000340473_0:207_ENST00000374864_2629:6401;ENST00000340473_0:207_ENST00000262650_2675:3089
ZNF430	ENSG00000118620	ZNF714	ENSG00000160352	0	1	ENST00000599548_0:489_ENST00000620627_191:2066;ENST00000599548_0:489_ENST00000456283_241:6812
MT2A	ENSG00000125148	RAB1A	ENSG00000138069	0	1	ENST00000398529_0:378_ENST00000245185_551:786;ENST00000409784_0:383_ENST00000245185_551:786
MT2A	ENSG00000125148	RPS6	ENSG00000137154	0	1	ENST00000315377_0:859_ENST00000245185_469:786;ENST00000315377_0:861_ENST00000245185_497:786
PSMA4	ENSG00000041357	HSD17B12	ENSG00000149084	0	1	ENST00000559154_0:495_ENST00000531185_2:611;ENST00000558094_0:426_ENST00000531185_2:611;ENST00000558281_0:574_ENST00000531185_2:611;ENST00000560217_0:554_ENST00000531185_2:611;ENST00000413382_0:462_ENST00000531185_2:611;ENST00000559082_0:555_ENST00000531185_2:611;ENST00000559365_0:613_ENST00000531185_2:611;ENST00000559437_0:616_ENST00000531185_2:611;ENST00000044462_0:639_ENST00000531185_2:611;ENST00000560737_0:594_ENST00000531185_2:611;ENST00000559146_0:534_ENST00000531185_2:611;ENST00000559948_0:582_ENST00000531185_2:611
GNB1	ENSG00000078369	VEZF1	ENSG00000136451	0	1	ENST00000583932_0:181_ENST00000434686_38:684
FZD6	ENSG00000164930	NF1	ENSG00000196712	0	1	ENST00000358273_0:1910_ENST00000358755_2269:3788;ENST00000356175_0:1910_ENST00000358755_2269:3788;ENST00000487476_0:1910_ENST00000358755_2269:3788;ENST00000431387_0:1860_ENST00000523739_2120:2774;ENST00000431387_0:1860_ENST00000358755_2269:3788;ENST00000456735_0:525_ENST00000358755_2269:3788;ENST00000487476_0:1910_ENST00000522566_2242:3719;ENST00000358273_0:1910_ENST00000522566_2242:3719;ENST00000356175_0:1910_ENST00000522566_2242:3719;ENST00000431387_0:1860_ENST00000522566_2242:3719;ENST00000456735_0:525_ENST00000523739_2120:2774;ENST00000456735_0:525_ENST00000522566_2242:3719;ENST00000356175_0:1910_ENST00000523739_2120:2774;ENST00000358273_0:1910_ENST00000523739_2120:2774;ENST00000487476_0:1910_ENST00000523739_2120:2774
MYH9	ENSG00000100345	CALR	ENSG00000179218	0	1	ENST00000586760_0:431_ENST00000216181_5060:7554
WDR33	ENSG00000136709	PCMTD1	ENSG00000168300	0	1	ENST00000393006_0:809_ENST00000544451_257:3697;ENST00000322313_0:785_ENST00000544451_257:3697;ENST00000436787_0:598_ENST00000544451_257:3697
WDR33	ENSG00000136709	AMDHD1	ENSG00000139344	0	1	ENST00000553023_0:382_ENST00000408998_205:583;ENST00000553023_0:382_ENST00000393006_160:3574;ENST00000553023_0:382_ENST00000409658_160:3104;ENST00000553023_0:382_ENST00000322313_136:9471
CBWD2	ENSG00000136682	CBWD5	ENSG00000147996	0	1	ENST00000416503_0:768_ENST00000489273_51:587;ENST00000259199_0:840_ENST00000489273_51:587
PLAT	ENSG00000104368	XPNPEP3	ENSG00000196236	0	1	ENST00000357137_0:265_ENST00000519510_712:2030;ENST00000357137_0:265_ENST00000524009_634:1613;ENST00000357137_0:265_ENST00000352041_874:2516;ENST00000357137_0:265_ENST00000429089_953:2599;ENST00000357137_0:265_ENST00000429710_523:1655;ENST00000357137_0:265_ENST00000220809_1060:2706
GNAI3	ENSG00000065135	PPIA	ENSG00000196262	2	0	ENST00000369851_0:1197_ENST00000468812_0:2238;ENST00000369851_0:1197_ENST00000451562_0:544
RPL5	ENSG00000122406	BRF1	ENSG00000185024	2	0	ENST00000440513_0:2368_ENST00000645119_61:629;ENST00000440513_0:2368_ENST00000370321_78:1028;ENST00000440513_0:2368_ENST00000315741_143:681;ENST00000440513_0:2368_ENST00000644759_135:1085
CCDC68	ENSG00000166510	CALR	ENSG00000179218	0	1	ENST00000591504_0:275_ENST00000316448_1047:1903;ENST00000591504_0:275_ENST00000586760_328:913
CDH6	ENSG00000113361	ZNF736	ENSG00000234444	0	1	ENST00000423484_0:348_ENST00000265071_2147:8476;ENST00000355095_0:548_ENST00000265071_2147:8476
COL1A1	ENSG00000108821	UBE2D3	ENSG00000109332	3	0	ENST00000321805_0:1087_ENST00000225964_4367:6727;ENST00000338145_0:896_ENST00000225964_4367:6727;ENST00000350435_0:711_ENST00000225964_4367:6727;ENST00000349311_0:838_ENST00000225964_4367:6727
COL1A1	ENSG00000108821	AKT1	ENSG00000142208	0	1	ENST00000225964_0:1787_ENST00000555528_1610:3066;ENST00000225964_0:1787_ENST00000349310_1388:2866;ENST00000225964_0:1787_ENST00000554848_1109:1595;ENST00000225964_0:1787_ENST00000649815_1286:2742;ENST00000225964_0:1787_ENST00000555458_64:705;ENST00000225964_0:1787_ENST00000407796_1232:2710;ENST00000225964_0:1787_ENST00000554581_2438:3916;ENST00000225964_0:1787_ENST00000402615_2438:3913
COL1A1	ENSG00000108821	COL5A2	ENSG00000204262	0	2	ENST00000649066_0:1428_ENST00000225964_2478:6727;ENST00000374866_0:1678_ENST00000225964_2478:6727
COL1A1	ENSG00000108821	DAP3	ENSG00000132676	0	1	ENST00000225964_0:2572_ENST00000343043_181:1649;ENST00000225964_0:2572_ENST00000368336_137:2089;ENST00000225964_0:2572_ENST00000471214_401:1287;ENST00000225964_0:2572_ENST00000497826_20:807;ENST00000225964_0:2572_ENST00000463575_20:550;ENST00000225964_0:2572_ENST00000465375_101:729;ENST00000225964_0:2572_ENST00000421487_104:1470
COL1A1	ENSG00000108821	NRBP1	ENSG00000115216	0	1	ENST00000233557_0:813_ENST00000225964_2550:6727
COL1A1	ENSG00000108821	COL1A2	ENSG00000164692	51	68	ENST00000620463_0:540_ENST00000225964_1189:6727;ENST00000620463_0:2449_ENST00000225964_2720:6727;ENST00000620463_0:2461_ENST00000225964_2732:6727;ENST00000297268_0:2820_ENST00000225964_2732:6727;ENST00000225964_0:2552_ENST00000620463_2443:4523;ENST00000225964_0:2552_ENST00000297268_2802:5411;ENST00000225964_0:2570_ENST00000297268_2820:5411;ENST00000225964_0:3236_ENST00000297268_1009:5411;ENST00000225964_0:3236_ENST00000620463_650:4523;ENST00000225964_0:2570_ENST00000620463_2461:4523;ENST00000297268_0:899_ENST00000225964_1189:6727;ENST00000225964_0:1058_ENST00000620463_1363:4523;ENST00000225964_0:1058_ENST00000297268_1722:5411;ENST00000297268_0:2808_ENST00000225964_2720:6727
COL1A1	ENSG00000108821	COL6A1	ENSG00000142156	4	6	ENST00000225964_0:1137_ENST00000361866_1654:4238;ENST00000612273_0:2338_ENST00000225964_670:6727;ENST00000225964_0:2062_ENST00000361866_2382:4238;ENST00000225964_0:2062_ENST00000612273_2344:3251;ENST00000361866_0:2376_ENST00000225964_670:6727;ENST00000225964_0:1137_ENST00000612273_1622:3251
COL1A1	ENSG00000108821	COL3A1	ENSG00000168542	9	12	ENST00000304636_0:3245_ENST00000225964_979:6727
COL1A1	ENSG00000108821	UROS	ENSG00000188690	0	1	ENST00000225964_0:1121_ENST00000650587_158:1172;ENST00000225964_0:1121_ENST00000368786_280:1216;ENST00000225964_0:1121_ENST00000420761_309:802;ENST00000225964_0:1121_ENST00000368778_341:1556;ENST00000225964_0:1121_ENST00000368797_401:1342;ENST00000225964_0:1121_ENST00000649619_430:1371;ENST00000225964_0:1121_ENST00000649536_346:1279;ENST00000225964_0:1121_ENST00000368774_234:744
COL1A1	ENSG00000108821	FMNL2	ENSG00000157827	0	1	ENST00000225964_0:1580_ENST00000288670_568:5575
COL1A1	ENSG00000108821	SEPT2	ENSG00000168385	0	1	ENST00000225964_0:2008_ENST00000401990_427:1734;ENST00000225964_0:2008_ENST00000428524_474:644;ENST00000225964_0:2008_ENST00000391971_120:3315;ENST00000225964_0:2008_ENST00000616972_254:3446;ENST00000225964_0:2008_ENST00000436795_311:775;ENST00000225964_0:2008_ENST00000445030_339:575;ENST00000225964_0:2008_ENST00000437066_162:574;ENST00000225964_0:2008_ENST00000420786_364:539;ENST00000225964_0:2008_ENST00000360051_421:3613;ENST00000225964_0:2008_ENST00000391973_509:3701;ENST00000225964_0:2008_ENST00000402092_138:3333;ENST00000225964_0:2008_ENST00000441533_138:372;ENST00000225964_0:2008_ENST00000434955_145:480
COL1A1	ENSG00000108821	MKLN1	ENSG00000128585	0	1	ENST00000507689_0:490_ENST00000421797_1647:2460;ENST00000225964_0:468_ENST00000352689_1551:11156;ENST00000507689_0:490_ENST00000352689_1551:11156;ENST00000225964_0:468_ENST00000421797_1647:2460
COL1A1	ENSG00000108821	NTPCR	ENSG00000135778	0	1	ENST00000225964_0:805_ENST00000366627_103:1762;ENST00000225964_0:805_ENST00000366628_119:6311
